Experiment Number,Population,WorkPlaces,HousingUnits,RecFacilities,AvgTravelTimeToWork,AvgLifeExpectancy,MaxTravelTimeToRecFacility,PercentMarket,PercentFastFood,PercentNonFastFood,PercentMale,PercentFemale,PercentObese,PercentOverweight,PercentNormal,PercentUnderweight,Percent5andUnder,Percent5to18,Percent18to65,Percent65andOlder,Restaurants,PercentEatingHabitsHealthy,PercentEatingHabitsMediumCalorie,PercentEatingHabitsHighCalorie,PercentPhysicalActivityNotActive,PercentPhysicalActivityLightlyActive,PercentPhysicalActivityModeratelyActive,PercentPhysicalActivityVeryActive,PercentPhysicalActivityExtraActive,PercentHealthInsuredUnder65,PercentHealthInsuredOver65,PercentHealthConscious_Yes,PercentHealthConscious_No,PercentWorkplaceActivityNone,PercentWorkplaceActivityLight,PercentWorkplaceActivityMod,PercentWorkplaceActivityVery,AverageDrivingVelocity,AverageBikingVelocity,AverageWalkingVelocity,PercentDriveToWork,PercentBikeToWork,PercentWalkToWork,AreaSize,annualNumberOfBirths,annualNewBuildings,MedianIncome,PercentWorkplaces_30MinLunch,PercentWorkplaces_60MinLunch,PercentHealthResponse_ASAP,PercentHealthResponse_DoNothing,NeighborDistance_Miles,PercentPeerPressured_Yes,PercentPeerPressured_No,WantNeighborhoods,NumberOfPatients,Market_highCal_min,Market_medCal_min,Market_lowCal_min,Market_highCal_max,Market_medCal_max,Market_lowCal_max,Market_highCal_mode,Market_medCal_mode,Market_lowCal_mode,FastFood_highCal_min,FastFood_medCal_min,FastFood_lowCal_min,FastFood_highCal_max,FastFood_medCal_max,FastFood_lowCal_max,FastFood_highCal_mode,FastFood_medCal_mode,FastFood_lowCal_mode,NonFastFood_highCal_min,NonFastFood_medCal_min,NonFastFood_lowCal_min,NonFastFood_highCal_max,NonFastFood_medCal_max,NonFastFood_lowCal_max,NonFastFood_highCal_mode,NonFastFood_medCal_mode,NonFastFood_lowCal_mode,PercentCurrentPhysicalActivityLevel_Increase,PercentCurrentPhysicalActivityLevel_Decrease,PercentWeeklyCalorieNeed_Increase,PercentWeeklyCalorieNeed_Decrease,Percent BMI > 30: Year 12
2,1900,64,280,4,55,56,33,90,4,6,46,54,50,22,22,6,0,0,100,0,47,80,3,17,100,0,0,0,0,0,0,40,60,40,57,0,3,28,8,2,50,17,33,11,0,0,30000,10,90,60,40,0,20,80,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,8,5,10,8,0.167701863
2,1900,64,280,4,55,56,33,90,4,6,46,54,50,22,22,6,0,0,100,0,47,80,3,17,100,0,0,0,0,0,0,40,60,40,57,0,3,28,8,2,50,17,33,11,0,0,30000,10,90,60,40,0,20,80,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,8,5,10,8,0.187142857
2,1900,64,280,4,55,56,33,90,4,6,46,54,50,22,22,6,0,0,100,0,47,80,3,17,100,0,0,0,0,0,0,40,60,40,57,0,3,28,8,2,50,17,33,11,0,0,30000,10,90,60,40,0,20,80,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,8,5,10,8,0.185211268
2,1900,64,280,4,55,56,33,90,4,6,46,54,50,22,22,6,0,0,100,0,47,80,3,17,100,0,0,0,0,0,0,40,60,40,57,0,3,28,8,2,50,17,33,11,0,0,30000,10,90,60,40,0,20,80,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,8,5,10,8,0.170287316
2,1900,64,280,4,55,56,33,90,4,6,46,54,50,22,22,6,0,0,100,0,47,80,3,17,100,0,0,0,0,0,0,40,60,40,57,0,3,28,8,2,50,17,33,11,0,0,30000,10,90,60,40,0,20,80,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,8,5,10,8,0.190578158
2,1900,64,280,4,55,56,33,90,4,6,46,54,50,22,22,6,0,0,100,0,47,80,3,17,100,0,0,0,0,0,0,40,60,40,57,0,3,28,8,2,50,17,33,11,0,0,30000,10,90,60,40,0,20,80,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,8,5,10,8,0.16407355
2,1900,64,280,4,55,56,33,90,4,6,46,54,50,22,22,6,0,0,100,0,47,80,3,17,100,0,0,0,0,0,0,40,60,40,57,0,3,28,8,2,50,17,33,11,0,0,30000,10,90,60,40,0,20,80,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,8,5,10,8,0.17527933
2,1900,64,280,4,55,56,33,90,4,6,46,54,50,22,22,6,0,0,100,0,47,80,3,17,100,0,0,0,0,0,0,40,60,40,57,0,3,28,8,2,50,17,33,11,0,0,30000,10,90,60,40,0,20,80,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,8,5,10,8,0.147505423
2,1900,64,280,4,55,56,33,90,4,6,46,54,50,22,22,6,0,0,100,0,47,80,3,17,100,0,0,0,0,0,0,40,60,40,57,0,3,28,8,2,50,17,33,11,0,0,30000,10,90,60,40,0,20,80,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,8,5,10,8,0.15742025
2,1900,64,280,4,55,56,33,90,4,6,46,54,50,22,22,6,0,0,100,0,47,80,3,17,100,0,0,0,0,0,0,40,60,40,57,0,3,28,8,2,50,17,33,11,0,0,30000,10,90,60,40,0,20,80,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,8,5,10,8,0.204901293
2,1900,64,280,4,55,56,33,90,4,6,46,54,50,22,22,6,0,0,100,0,47,80,3,17,100,0,0,0,0,0,0,40,60,40,57,0,3,28,8,2,50,17,33,11,0,0,30000,10,90,60,40,0,20,80,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,8,5,10,8,0.222775801
2,1900,64,280,4,55,56,33,90,4,6,46,54,50,22,22,6,0,0,100,0,47,80,3,17,100,0,0,0,0,0,0,40,60,40,57,0,3,28,8,2,50,17,33,11,0,0,30000,10,90,60,40,0,20,80,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,8,5,10,8,0.172995781
2,1900,64,280,4,55,56,33,90,4,6,46,54,50,22,22,6,0,0,100,0,47,80,3,17,100,0,0,0,0,0,0,40,60,40,57,0,3,28,8,2,50,17,33,11,0,0,30000,10,90,60,40,0,20,80,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,8,5,10,8,0.171568627
2,1900,64,280,4,55,56,33,90,4,6,46,54,50,22,22,6,0,0,100,0,47,80,3,17,100,0,0,0,0,0,0,40,60,40,57,0,3,28,8,2,50,17,33,11,0,0,30000,10,90,60,40,0,20,80,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,8,5,10,8,0.173972603
2,1900,64,280,4,55,56,33,90,4,6,46,54,50,22,22,6,0,0,100,0,47,80,3,17,100,0,0,0,0,0,0,40,60,40,57,0,3,28,8,2,50,17,33,11,0,0,30000,10,90,60,40,0,20,80,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,8,5,10,8,0.174180328
2,1900,64,280,4,55,56,33,90,4,6,46,54,50,22,22,6,0,0,100,0,47,80,3,17,100,0,0,0,0,0,0,40,60,40,57,0,3,28,8,2,50,17,33,11,0,0,30000,10,90,60,40,0,20,80,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,8,5,10,8,0.162296244
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.331085637
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.338692245
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.300813008
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.350679037
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.349033816
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.365172276
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.229712684
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.274379248
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.339663592
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.314880305
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.344154095
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.235510319
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.337466307
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.37854066
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.288344408
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.350447921
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.345208029
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.324342549
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.293670536
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.358758548
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.278634361
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.306389951
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.325930941
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.298657263
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.231590781
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.28960022
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.253977114
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.333242507
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.355879989
3,9100,37,820,7,51,88,42,40,55,5,53,47,60,9,24,7,0,0,100,0,40,40,1,59,80,16,0,3,1,0,0,100,0,50,48,0,2,33,6,2,10,3,87,14,0,0,30000,80,20,70,30,0,10,90,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,10,4,4,2,0.30241162
4,8200,73,190,10,33,72,51,100,0,0,52,48,90,7,2,1,0,0,100,0,92,10,81,9,40,32,7,6,15,0,0,50,50,70,3,5,22,42,6,1,60,9,31,9,0,0,30000,70,30,50,50,0,80,20,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,1,8,7,3,0.274047529
4,8200,73,190,10,33,72,51,100,0,0,52,48,90,7,2,1,0,0,100,0,92,10,81,9,40,32,7,6,15,0,0,50,50,70,3,5,22,42,6,1,60,9,31,9,0,0,30000,70,30,50,50,0,80,20,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,1,8,7,3,0.238002341
4,8200,73,190,10,33,72,51,100,0,0,52,48,90,7,2,1,0,0,100,0,92,10,81,9,40,32,7,6,15,0,0,50,50,70,3,5,22,42,6,1,60,9,31,9,0,0,30000,70,30,50,50,0,80,20,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,1,8,7,3,0.255323268
4,8200,73,190,10,33,72,51,100,0,0,52,48,90,7,2,1,0,0,100,0,92,10,81,9,40,32,7,6,15,0,0,50,50,70,3,5,22,42,6,1,60,9,31,9,0,0,30000,70,30,50,50,0,80,20,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,1,8,7,3,0.264132926
4,8200,73,190,10,33,72,51,100,0,0,52,48,90,7,2,1,0,0,100,0,92,10,81,9,40,32,7,6,15,0,0,50,50,70,3,5,22,42,6,1,60,9,31,9,0,0,30000,70,30,50,50,0,80,20,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,1,8,7,3,0.300391572
4,8200,73,190,10,33,72,51,100,0,0,52,48,90,7,2,1,0,0,100,0,92,10,81,9,40,32,7,6,15,0,0,50,50,70,3,5,22,42,6,1,60,9,31,9,0,0,30000,70,30,50,50,0,80,20,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,1,8,7,3,0.303554811
4,8200,73,190,10,33,72,51,100,0,0,52,48,90,7,2,1,0,0,100,0,92,10,81,9,40,32,7,6,15,0,0,50,50,70,3,5,22,42,6,1,60,9,31,9,0,0,30000,70,30,50,50,0,80,20,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,1,8,7,3,0.270902358
4,8200,73,190,10,33,72,51,100,0,0,52,48,90,7,2,1,0,0,100,0,92,10,81,9,40,32,7,6,15,0,0,50,50,70,3,5,22,42,6,1,60,9,31,9,0,0,30000,70,30,50,50,0,80,20,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,1,8,7,3,0.284058522
4,8200,73,190,10,33,72,51,100,0,0,52,48,90,7,2,1,0,0,100,0,92,10,81,9,40,32,7,6,15,0,0,50,50,70,3,5,22,42,6,1,60,9,31,9,0,0,30000,70,30,50,50,0,80,20,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,1,8,7,3,0.240623766
4,8200,73,190,10,33,72,51,100,0,0,52,48,90,7,2,1,0,0,100,0,92,10,81,9,40,32,7,6,15,0,0,50,50,70,3,5,22,42,6,1,60,9,31,9,0,0,30000,70,30,50,50,0,80,20,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,1,8,7,3,0.267823103
4,8200,73,190,10,33,72,51,100,0,0,52,48,90,7,2,1,0,0,100,0,92,10,81,9,40,32,7,6,15,0,0,50,50,70,3,5,22,42,6,1,60,9,31,9,0,0,30000,70,30,50,50,0,80,20,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,1,8,7,3,0.293513411
4,8200,73,190,10,33,72,51,100,0,0,52,48,90,7,2,1,0,0,100,0,92,10,81,9,40,32,7,6,15,0,0,50,50,70,3,5,22,42,6,1,60,9,31,9,0,0,30000,70,30,50,50,0,80,20,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,1,8,7,3,0.267635659
4,8200,73,190,10,33,72,51,100,0,0,52,48,90,7,2,1,0,0,100,0,92,10,81,9,40,32,7,6,15,0,0,50,50,70,3,5,22,42,6,1,60,9,31,9,0,0,30000,70,30,50,50,0,80,20,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,1,8,7,3,0.240915209
4,8200,73,190,10,33,72,51,100,0,0,52,48,90,7,2,1,0,0,100,0,92,10,81,9,40,32,7,6,15,0,0,50,50,70,3,5,22,42,6,1,60,9,31,9,0,0,30000,70,30,50,50,0,80,20,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,1,8,7,3,0.252387449
4,8200,73,190,10,33,72,51,100,0,0,52,48,90,7,2,1,0,0,100,0,92,10,81,9,40,32,7,6,15,0,0,50,50,70,3,5,22,42,6,1,60,9,31,9,0,0,30000,70,30,50,50,0,80,20,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,1,8,7,3,0.244591698
4,8200,73,190,10,33,72,51,100,0,0,52,48,90,7,2,1,0,0,100,0,92,10,81,9,40,32,7,6,15,0,0,50,50,70,3,5,22,42,6,1,60,9,31,9,0,0,30000,70,30,50,50,0,80,20,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,1,8,7,3,0.294914625
4,8200,73,190,10,33,72,51,100,0,0,52,48,90,7,2,1,0,0,100,0,92,10,81,9,40,32,7,6,15,0,0,50,50,70,3,5,22,42,6,1,60,9,31,9,0,0,30000,70,30,50,50,0,80,20,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,1,8,7,3,0.26193698
4,8200,73,190,10,33,72,51,100,0,0,52,48,90,7,2,1,0,0,100,0,92,10,81,9,40,32,7,6,15,0,0,50,50,70,3,5,22,42,6,1,60,9,31,9,0,0,30000,70,30,50,50,0,80,20,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,1,8,7,3,0.233696729
4,8200,73,190,10,33,72,51,100,0,0,52,48,90,7,2,1,0,0,100,0,92,10,81,9,40,32,7,6,15,0,0,50,50,70,3,5,22,42,6,1,60,9,31,9,0,0,30000,70,30,50,50,0,80,20,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,1,8,7,3,0.295178436
4,8200,73,190,10,33,72,51,100,0,0,52,48,90,7,2,1,0,0,100,0,92,10,81,9,40,32,7,6,15,0,0,50,50,70,3,5,22,42,6,1,60,9,31,9,0,0,30000,70,30,50,50,0,80,20,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,1,8,7,3,0.30750784
4,8200,73,190,10,33,72,51,100,0,0,52,48,90,7,2,1,0,0,100,0,92,10,81,9,40,32,7,6,15,0,0,50,50,70,3,5,22,42,6,1,60,9,31,9,0,0,30000,70,30,50,50,0,80,20,0,1,700,500,300,900,700,500,750,650,400,1200,950,550,1450,1250,850,1300,1100,700,1000,800,500,1200,1100,800,1100,900,670,1,8,7,3,0.294472741
