numberOfC2Entities,numberOfSATCOMs,numberOfSeaBasedElements,numberOfSpaceBasedSensors,numberOfGroundBasedElements,groundBased_SensorRange_Max,Space_Based_Sensor_Max_Range,ProbabilityOfSuccess_GroundBased_Detect,ProbabilityOfSuccess_GroundBased_Classify,ProbabilityOfSuccess_GroundBased_Track,ProbabilityOfSuccess_GroundBased_Discriminate,ProbabilityOfSuccess_SpaceBased_Detect,ProbabilityOfSuccess_SpaceBased_Discriminate,ProbabilityOfSuccess_SpaceBased_Track,ProbabilityOfSuccess_SpaceBased_Classify,C2BMC_Communications_Delay,time_Delay_Between_Launches,Space_Based_Sensor_Communications_Transfer_Delay,Ground_Based_Sensor_Number_of_Interceptors_per_Magazine,Ground_Based_Sensor_Communication_Delay,Ground_Based_Sensor_Time_Between_Reports,Space_Based_Sensor_Time_Between_Reports,Space_Based_Sensor_Classification_Time,Space_Based_Sensor_Discrimination_Time,Space_Based_Sensor_Update_Frequency,Ground_Based_Sensor_Classification_Time,Ground_Based_Sensor_Discrimination_Time,Ground_Based_Sensor_Update_Interval,Sea_Based_Sensor_Velocity,Sea_Based_Sensor_Probability_of_Success_Detect,Sea_Based_Sensor_Probability_of_Success_Discriminate,Sea_Based_Sensor_Probability_of_Success_Classify,Sea_Based_Sensor_Probability_of_Success_Track,Sea_Based_Sensor_Range_Max,Sea_Based_Sensor_Communication_Delay,Sea_Based_Sensor_Time_Between_Reports,Sea_Based_Sensor_Number_of_Interceptors_per_Magazine,Sea_Based_Sensor_Reload_Time,Sea_Based_Sensor_Probability_of_Success_Threat_Destruction,Sea_Based_Sensor_Update_Interval,Sea_Based_Sensor_Classification_Time,Sea_Based_Sensor_Discrimination_Time,Sea_Based_Sensor_Interceptor_Max_Range,ProbabilityOfSuccess_GroundBased_Threat_Destruction,Ground_Based_Sensor_Reload_Time,Ground_Based_Sensor_Interceptor_Max_Range,ICBM_Range_Max,ICBM_Range_Min,C2BMC_Max_Number_of_Reports_to_Fuse_per_Second,C2BMC_Broadcast_Range,C2BMC_Number_of_Processing_Stations,Ground_Based_Sensor_Broadcast_Distance,Sea_Based_Sensor_Broadcast_Distance,Space_Based_Sensor_Broadcast_Distance,PrcntthatHIT
16,66,39,14,12,6847.422125,4303.948221,65.92183777,52.95902033,59.54103724,76.20365019,98.72275294,93.02871893,72.71138992,98.42688358,3.01413182,20.98645078,58.18116402,91,42.38469442,8,25,58,50,17,57,54,44,0.016669007,80.10277641,65.47456243,92.54199899,96.88492737,2554.088279,43.56444073,27.92745873,36,2306.474938,54.56811529,12.06932161,35.09195368,52.63707621,2830.521352,67.72813779,272.7895999,6708.946132,4524.401564,2189.865585,11,1695.108124,56,6398.744429,4583.909451,4743.059767,30
21,65,21,20,66,4318.981854,5362.914918,72.54759444,50.5357781,83.28708772,88.6575647,60.40961881,87.24974719,75.76412176,64.989507,2.534240668,32.17451994,50.68645427,34,19.88409777,7,14,60,60,58,54,39,11,0.011988099,56.57573619,80.69974978,92.45245339,51.51456258,8381.143428,39.64567894,32.60377573,79,4269.756873,78.17851348,21.80431096,18.41367626,40.22610529,4023.872422,69.54309942,3570.851084,7308.90794,6184.708037,2331.398283,28,1467.215122,100,8252.530762,8017.404557,3060.246527,75
25,100,7,12,99,2853.745779,6908.874751,76.99627626,100,100,85.61079838,100,100,98.49254575,100,3.705472615,12.80442389,60,12,21.89198987,9,6,60,60,60,60,60,13,0.02,99,67.00309097,98.59351031,99,8500,27.92726227,19.2114825,100,4488.216296,68.96572428,17.10479231,21.29722637,45.11405168,6169.85344,52.40120544,3600,6264.84875,6384.058271,2249.118249,27,1397.555706,100,8500,8500,5295.49101,38
25,51,28,22,55,6586.747187,2191.963519,100,100,93.47212394,100,100,87.08873538,97.94133914,100,3.705472615,50.08008524,41.49146204,36,18.20881369,9,15,60,60,60,60,60,13,0.02,99,70.65072778,99,99,8500,26.01597807,9.731445388,96,5000,95.79418303,13.95316452,21.29722637,60,3938.73793,87.30016191,3473.381378,8500,8000,2501.270313,52,2471.436905,100,7789.761521,8500,5295.49101,96
83,100,39,43,61,7410.173181,7050.215895,78.46545313,75.53833227,81.29921567,79.20252909,84.02163473,58.18364529,51.01303592,66.50053837,3.370496525,59.69087926,58.49057032,78,46.30370778,43,25,23,24,50,9,12,14,0.019868465,57.24083309,83.19419818,53.09284409,80.05296879,3550.683066,30.19651359,37.74244299,28,4879.320308,60.50243163,23.72845468,17.26542289,5.865323649,7843.316594,91.46866548,838.430459,4697.602448,4507.003152,2706.902181,4,5446.441167,76,7686.911209,7834.817066,2568.009499,37
25,63,23,21,65,4217.960681,5241.950785,73.34685808,51.82370679,81.19735123,88.81439785,61.79679034,85.00103097,74.12718808,66.60094167,2.669540113,33.46952473,49.25955337,34,21.32929077,8,13,60,60,58,52,37,10,0.012039769,57.60977762,81.19652742,92.26731837,51.84685049,8104.54086,40.52116475,33.59024347,75,4417.112544,78.23222971,20.51836814,18.60087737,38.9659323,4159.52857,70.72151534,3543.046307,7521.990591,6280.434192,2370.108896,27,1155.512745,100,8132.87094,8031.826452,3230.756849,88
54,75,16,55,64,2228.820893,5269.220382,72.27797736,52.823347,81.79088354,88.8422172,61.32325472,85.7156347,50.83194389,66.50471275,2.705472615,33.34846515,48.91353393,100,25.57516605,8,59,60,59,17,51,8,12,0.012270607,80.43765533,81.52985031,67.93277692,96.87577315,8054.942055,40.35588602,57.09941435,56,4256.516908,78.73686435,30.22509603,20.29722637,14.35454471,4400.96895,53.86384226,3292.47659,7372.184254,3883.067156,2336.384952,4,2078.374621,98,8020.458756,6465.975584,3295.49101,48
45,68,22,20,50,5243.443339,4982.211885,65.11049293,66.22092326,79.8017458,90.94309924,77.63172892,76.38524863,74.25795341,78.90896863,4.344261352,32.50074252,43.48050133,31,23.57963817,18,18,55,46,55,49,24,21,0.014212019,61.45975804,80.96606314,89.82768034,56.8419343,7305.318282,36.08179055,24.33265093,73,3906.597199,85.67612739,22.05600292,19.85997596,40.73856524,3647.131649,74.00031801,3354.557354,6160.183144,6150.491578,2409.067475,24,2484.690476,92,8017.483416,7868.179905,3201.774705,0
21,62,21,20,66,4226.859084,5336.612503,73.2581488,50.81046589,83.30249928,88.44172642,59.48430763,87.57196629,74.40270965,65.04475263,2.399599386,34.5771792,50.07423563,35,21.53411187,6,12,60,60,56,53,40,10,0.011989299,57.69558158,81.62904726,93.69625269,51.89756272,8227.755144,42.03541457,34.54851741,76,4322.530311,77.75775428,22.09515661,20.47580224,39.68136452,4246.153171,69.28313994,3392.969295,7563.060836,6176.160984,2324.180552,28,1178.069573,99,8023.480597,7707.654974,3305.852627,79
26,92,23,90,88,2763.701999,4737.067944,61.54605467,83.77749621,58.9632536,73.80947564,51.52910706,67.31659195,83.09042754,81.18994644,5.342017131,2.050708279,26.23814173,9,26.76300071,51,25,19,60,2,57,53,4,0.014981538,83.66344975,95.31327128,60.73043811,65.79605901,6153.421545,26.90910743,12.62173744,86,1331.906115,96.93514803,47.48293493,32.72186539,18.7599301,2342.027609,96.37196335,3167.223905,2172.919104,4456.209041,1751.712061,14,4557.994686,18,3447.82644,1212.549471,5697.753904,0
62,62,97,31,11,4353.334691,7922.040193,66.33104799,73.33201752,55.69507418,58.60034286,71.64443811,88.62133619,84.95312656,58.93116893,9.191278317,34.22570582,15.09059506,92,39.32026045,39,7,41,51,56,12,21,40,0.018513658,70.14573964,83.52136288,53.46747149,89.80961826,7550.870203,13.83774877,19.65383683,76,4424.653697,93.80074652,52.93539565,19.78843705,6.691997789,8004.613605,52.79803623,3597.950054,7749.703302,4326.625386,1866.888885,22,4370.719929,32,2398.881844,4600.438847,5169.90587,2
75,21,27,89,86,5452.294861,2649.627006,99.6831868,69.24360333,53.1338973,72.2412023,82.25597916,71.92296438,50.69563943,81.34783428,3.288698669,6.931879789,33.46936554,5,41.11237716,22,36,55,17,31,14,54,3,0.011650917,79.38552277,83.2932476,95.91066429,63.7982056,2505.960419,11.42073657,23.74789982,10,3991.940377,62.70249371,23.71964741,19.52282846,39.41833381,3556.810904,60.10394824,28.80096023,8204.03251,3870.165926,2524.837045,24,5525.875826,39,4063.606464,6905.553626,7765.007142,26
38,61,22,20,53,4901.387715,4766.560145,71.8039091,58.54930486,75.76817988,88.93962702,63.26156822,83.31538712,66.98822956,74.16800745,3.296701249,39.36721951,41.39754734,40,23.44675627,10,14,56,56,54,46,31,11,0.013532149,58.9017493,85.92268127,91.81716005,57.54176491,6186.470161,41.87668466,37.69459621,63,4233.404311,79.35561349,23.74670136,30.63482206,38.76115988,4408.933371,76.53149576,2368.473516,7507.510072,6125.551753,2338.450982,27,1480.988053,96,7364.240338,7155.369701,4395.910674,57
22,62,22,9,61,5031.0312,4517.189745,64.74311629,51.10661654,83.26913337,91.25392428,58.73911766,86.03788578,75.03082794,60.42542475,1.010721835,36.24709539,48.15062276,15,21.15612262,2,7,60,60,60,50,39,8,0.012268021,54.54031241,78.25666689,99,52.7973392,8500,36.09275986,30.73070067,80,4641.982846,82.12334176,20.7356672,11.34669708,44.82507395,4106.622453,72.37874973,3398.851559,8157.366246,6397.336275,2348.946983,33,1392.803086,97,7982.18158,7884.656692,3017.819851,84
21,65,21,20,66,4318.981854,5362.914918,72.54759444,50.5357781,83.28708772,88.6575647,60.40961881,87.24974719,75.76412176,64.989507,2.534240668,32.17451994,50.68645427,34,19.88409777,7,14,60,60,58,54,39,11,0.011988099,56.57573619,80.69974978,92.45245339,51.51456258,8381.143428,39.64567894,32.60377573,79,4269.756873,78.17851348,21.80431096,18.41367626,40.22610529,4023.872422,69.54309942,3570.851084,7308.90794,6184.708037,2331.398283,28,1467.215122,100,8252.530762,8017.404557,3060.246527,76
45,68,22,20,50,5243.443339,4982.211885,65.11049293,66.22092326,79.8017458,90.94309924,77.63172892,76.38524863,74.25795341,78.90896863,4.344261352,32.50074252,43.48050133,31,23.57963817,18,18,55,46,55,49,24,21,0.014212019,61.45975804,80.96606314,89.82768034,56.8419343,7305.318282,36.08179055,24.33265093,73,3906.597199,85.67612739,22.05600292,19.85997596,40.73856524,3647.131649,74.00031801,3354.557354,6160.183144,6150.491578,2409.067475,24,2484.690476,92,8017.483416,7868.179905,3201.774705,0
20,62,17,18,61,5182.474094,5462.255904,67.88247382,60.2057624,85.64672391,88.92890624,58.73542366,90.07808658,74.54983209,66.24348276,2.868347656,32.62139042,45.79744818,46,27.02420202,6,13,51,57,48,48,42,21,0.012552125,58.98805794,82.82659944,91.64421476,53.23191835,7772.490431,40.30394616,33.35865829,79,3543.656274,81.5307079,30.34596901,29.92531496,40.37218326,4253.362093,70.24967155,2154.363269,6543.144202,5307.201456,2288.41058,37,3370.450753,69,7327.608713,7068.407115,3755.015487,42
25,63,23,21,65,4217.960681,5241.950785,73.34685808,51.82370679,81.19735123,88.81439785,61.79679034,85.00103097,74.12718808,66.60094167,2.669540113,33.46952473,49.25955337,34,21.32929077,8,13,60,60,58,52,37,10,0.012039769,57.60977762,81.19652742,92.26731837,51.84685049,8104.54086,40.52116475,33.59024347,75,4417.112544,78.23222971,20.51836814,18.60087737,38.9659323,4159.52857,70.72151534,3543.046307,7521.990591,6280.434192,2370.108896,27,1155.512745,100,8132.87094,8031.826452,3230.756849,80
21,62,21,20,66,4226.859084,5336.612503,73.2581488,50.81046589,83.30249928,88.44172642,59.48430763,87.57196629,74.40270965,65.04475263,2.399599386,34.5771792,50.07423563,35,21.53411187,6,12,60,60,56,53,40,10,0.011989299,57.69558158,81.62904726,93.69625269,51.89756272,8227.755144,42.03541457,34.54851741,76,4322.530311,77.75775428,22.09515661,20.47580224,39.68136452,4246.153171,69.28313994,3392.969295,7563.060836,6176.160984,2324.180552,28,1178.069573,99,8023.480597,7707.654974,3305.852627,77
58,60,17,53,71,2911.816382,7692.789798,93.76107069,96.52413747,68.57903111,70.8852809,85.34502291,84.20602311,50.65351299,87.74997535,9.185669949,22.5466551,51.47497247,88,28.7389171,26,52,18,42,17,26,7,35,0.017812533,80.54652941,92.47877787,70.92571668,93.19970498,4608.376734,54.47681164,55.76423875,52,2438.874932,69.49058084,30.06529027,53.00175127,18.28051109,5130.180983,59.73534195,2857.96189,3144.220086,4264.703883,2179.101771,9,2030.370414,93,7644.320742,5540.965028,5815.589889,0
35,60,39,29,89,6407.78404,4751.098032,92.58671111,100,70.51376964,88.31364941,70.32043147,72.13816384,69.45702619,68.33306229,2.022755077,35.64859712,55.4879033,10,11.20070696,13,15,60,60,60,60,25,13,0.02,99,75.19671541,95.6342229,99,8500,43.49618197,36.73688828,59,5000,69.14880633,23.08913027,21.29722637,21.61512358,3973.680915,73.23275392,3600,8500,8000,2977.13988,6,2471.436905,100,8500,8500,2065.541956,70
45,68,22,20,50,5243.443339,4982.211885,65.11049293,66.22092326,79.8017458,90.94309924,77.63172892,76.38524863,74.25795341,78.90896863,4.344261352,32.50074252,43.48050133,31,23.57963817,18,18,55,46,55,49,24,21,0.014212019,61.45975804,80.96606314,89.82768034,56.8419343,7305.318282,36.08179055,24.33265093,73,3906.597199,85.67612739,22.05600292,19.85997596,40.73856524,3647.131649,74.00031801,3354.557354,6160.183144,6150.491578,2409.067475,24,2484.690476,92,8017.483416,7868.179905,3201.774705,0
25,100,7,12,99,2853.745779,6908.874751,76.99627626,100,100,85.61079838,100,100,98.49254575,100,3.705472615,12.80442389,60,12,21.89198987,9,6,60,60,60,60,60,13,0.02,99,67.00309097,98.59351031,99,8500,27.92726227,19.2114825,100,4488.216296,68.96572428,17.10479231,21.29722637,45.11405168,6169.85344,52.40120544,3600,6264.84875,6384.058271,2249.118249,27,1397.555706,100,8500,8500,5295.49101,33
53,77,15,56,74,2107.321753,8500,98.9543266,98.44450559,70.58165501,60.97241171,85.7469263,85.1716398,50.84988418,87.42090691,9.981467765,15.4036227,57.58699043,100,24.55139262,26,60,14,48,17,29,8,38,0.018088793,80.29801604,92.29025209,67.35882961,97.35004338,5445.74178,54.75800112,57.40796402,57,2198.857679,60.80635159,30.32767302,52.9367115,13.69086817,4325.343581,52.72797524,3396.568876,2529.140808,3815.42972,2163.292721,3,2095.724175,96,8390.847641,6590.142413,5326.403502,0
21,65,21,20,66,4318.981854,5362.914918,72.54759444,50.5357781,83.28708772,88.6575647,60.40961881,87.24974719,75.76412176,64.989507,2.534240668,32.17451994,50.68645427,34,19.88409777,7,14,60,60,58,54,39,11,0.011988099,56.57573619,80.69974978,92.45245339,51.51456258,8381.143428,39.64567894,32.60377573,79,4269.756873,78.17851348,21.80431096,18.41367626,40.22610529,4023.872422,69.54309942,3570.851084,7308.90794,6184.708037,2331.398283,28,1467.215122,100,8252.530762,8017.404557,3060.246527,83
54,75,16,55,64,2228.820893,5269.220382,72.27797736,52.823347,81.79088354,88.8422172,61.32325472,85.7156347,50.83194389,66.50471275,2.705472615,33.34846515,48.91353393,100,25.57516605,8,59,60,59,17,51,8,12,0.012270607,80.43765533,81.52985031,67.93277692,96.87577315,8054.942055,40.35588602,57.09941435,56,4256.516908,78.73686435,30.22509603,20.29722637,14.35454471,4400.96895,53.86384226,3292.47659,7372.184254,3883.067156,2336.384952,4,2078.374621,98,8020.458756,6465.975584,3295.49101,58
2,88,87,94,9,8219.960434,2074.567084,99.64643444,83.91771852,59.58493966,69.98707053,62.43512137,72.74597277,90.59638393,87.81875896,1.767996843,2.166113639,51.12168824,47,53.09925143,41,8,7,33,13,5,37,40,0.018837156,68.93066346,65.73393551,94.38143811,57.49000567,5867.808831,36.95303575,3.348842343,69,3028.912954,95.79946137,19.45369532,8.765461017,53.73136224,3535.520886,89.40302109,1475.740323,4275.424344,7121.571536,2786.408824,48,3621.933735,72,2478.766153,8440.409933,6884.858649,0
58,60,17,53,71,2911.816382,7692.789798,93.76107069,96.52413747,68.57903111,70.8852809,85.34502291,84.20602311,50.65351299,87.74997535,9.185669949,22.5466551,51.47497247,88,28.7389171,26,52,18,42,17,26,7,35,0.017812533,80.54652941,92.47877787,70.92571668,93.19970498,4608.376734,54.47681164,55.76423875,52,2438.874932,69.49058084,30.06529027,53.00175127,18.28051109,5130.180983,59.73534195,2857.96189,3144.220086,4264.703883,2179.101771,9,2030.370414,93,7644.320742,5540.965028,5815.589889,0
25,63,23,21,65,4217.960681,5241.950785,73.34685808,51.82370679,81.19735123,88.81439785,61.79679034,85.00103097,74.12718808,66.60094167,2.669540113,33.46952473,49.25955337,34,21.32929077,8,13,60,60,58,52,37,10,0.012039769,57.60977762,81.19652742,92.26731837,51.84685049,8104.54086,40.52116475,33.59024347,75,4417.112544,78.23222971,20.51836814,18.60087737,38.9659323,4159.52857,70.72151534,3543.046307,7521.990591,6280.434192,2370.108896,27,1155.512745,100,8132.87094,8031.826452,3230.756849,79
12,52,26,54,40,5710.529293,3510.943755,75.75657766,84.52322977,60.55047472,65.43783233,74.61645937,61.82854636,76.35000308,76.26159093,8.882089856,44.95894803,51.04371358,65,24.17062084,13,44,14,16,30,58,16,25,0.01945532,53.09894742,97.57086396,71.56053683,74.24024984,5245.347499,54.68534473,2.406624389,59,4503.432583,82.7363946,30.50203432,27.69656164,21.73990507,6778.021708,72.10353637,1297.429169,8341.126546,6399.311849,1784.596493,36,4826.982064,90,5859.388637,1855.034663,3437.168129,54
53,77,15,56,74,2107.321753,8500,98.9543266,98.44450559,70.58165501,60.97241171,85.7469263,85.1716398,50.84988418,87.42090691,9.981467765,15.4036227,57.58699043,100,24.55139262,26,60,14,48,17,29,8,38,0.018088793,80.29801604,92.29025209,67.35882961,97.35004338,5445.74178,54.75800112,57.40796402,57,2198.857679,60.80635159,30.32767302,52.9367115,13.69086817,4325.343581,52.72797524,3396.568876,2529.140808,3815.42972,2163.292721,3,2095.724175,96,8390.847641,6590.142413,5326.403502,0
21,62,21,20,66,4226.859084,5336.612503,73.2581488,50.81046589,83.30249928,88.44172642,59.48430763,87.57196629,74.40270965,65.04475263,2.399599386,34.5771792,50.07423563,35,21.53411187,6,12,60,60,56,53,40,10,0.011989299,57.69558158,81.62904726,93.69625269,51.89756272,8227.755144,42.03541457,34.54851741,76,4322.530311,77.75775428,22.09515661,20.47580224,39.68136452,4246.153171,69.28313994,3392.969295,7563.060836,6176.160984,2324.180552,28,1178.069573,99,8023.480597,7707.654974,3305.852627,75
23,100,17,80,100,4228.820893,8500,100,100,84.61197578,100,93.65020115,100,51.3831505,82.17403387,10,17.61684507,60,100,25.57516605,20,60,16,60,10,49,2,43,0.018907961,76.14730683,88.76133602,50.29852789,99,8349.675658,56.60707816,60,82,3256.414435,99,33.37672382,52.6344098,15.35454471,2077.416655,99,3600,4716.704908,6883.067156,1919.347528,5,2611.431137,100,8500,8500,3372.036254,0
25,42,10,4,97,6407.78404,6515.974614,90.41114902,100,100,81.43313777,100,100,74.68390198,100,3.705472615,56.07967497,60,44,15.27124688,9,15,60,60,53,60,60,13,0.02,50.66235235,83.36499377,99,99,8500,60,54.3775493,81,5000,60.6233282,22.20061746,23.60087993,35.33258652,5581.398475,99,3568.674726,8500,6238.019635,2110.603545,36,2471.436905,100,8076.36283,7363.355728,3487.180922,18
21,65,21,20,66,4318.981854,5362.914918,72.54759444,50.5357781,83.28708772,88.6575647,60.40961881,87.24974719,75.76412176,64.989507,2.534240668,32.17451994,50.68645427,34,19.88409777,7,14,60,60,58,54,39,11,0.011988099,56.57573619,80.69974978,92.45245339,51.51456258,8381.143428,39.64567894,32.60377573,79,4269.756873,78.17851348,21.80431096,18.41367626,40.22610529,4023.872422,69.54309942,3570.851084,7308.90794,6184.708037,2331.398283,28,1467.215122,100,8252.530762,8017.404557,3060.246527,86
75,21,27,89,86,5452.294861,2649.627006,99.6831868,69.24360333,53.1338973,72.2412023,82.25597916,71.92296438,50.69563943,81.34783428,3.288698669,6.931879789,33.46936554,5,41.11237716,22,36,55,17,31,14,54,3,0.011650917,79.38552277,83.2932476,95.91066429,63.7982056,2505.960419,11.42073657,23.74789982,10,3991.940377,62.70249371,23.71964741,19.52282846,39.41833381,3556.810904,60.10394824,28.80096023,8204.03251,3870.165926,2524.837045,24,5525.875826,39,4063.606464,6905.553626,7765.007142,20
35,60,39,29,89,6407.78404,4751.098032,92.58671111,100,70.51376964,88.31364941,70.32043147,72.13816384,69.45702619,68.33306229,2.022755077,35.64859712,55.4879033,10,11.20070696,13,15,60,60,60,60,25,13,0.02,99,75.19671541,95.6342229,99,8500,43.49618197,36.73688828,59,5000,69.14880633,23.08913027,21.29722637,21.61512358,3973.680915,73.23275392,3600,8500,8000,2977.13988,6,2471.436905,100,8500,8500,2065.541956,71
58,60,17,53,71,2911.816382,7692.789798,93.76107069,96.52413747,68.57903111,70.8852809,85.34502291,84.20602311,50.65351299,87.74997535,9.185669949,22.5466551,51.47497247,88,28.7389171,26,52,18,42,17,26,7,35,0.017812533,80.54652941,92.47877787,70.92571668,93.19970498,4608.376734,54.47681164,55.76423875,52,2438.874932,69.49058084,30.06529027,53.00175127,18.28051109,5130.180983,59.73534195,2857.96189,3144.220086,4264.703883,2179.101771,9,2030.370414,93,7644.320742,5540.965028,5815.589889,0
20,62,17,18,61,5182.474094,5462.255904,67.88247382,60.2057624,85.64672391,88.92890624,58.73542366,90.07808658,74.54983209,66.24348276,2.868347656,32.62139042,45.79744818,46,27.02420202,6,13,51,57,48,48,42,21,0.012552125,58.98805794,82.82659944,91.64421476,53.23191835,7772.490431,40.30394616,33.35865829,79,3543.656274,81.5307079,30.34596901,29.92531496,40.37218326,4253.362093,70.24967155,2154.363269,6543.144202,5307.201456,2288.41058,37,3370.450753,69,7327.608713,7068.407115,3755.015487,43
53,77,15,56,74,2107.321753,8500,98.9543266,98.44450559,70.58165501,60.97241171,85.7469263,85.1716398,50.84988418,87.42090691,9.981467765,15.4036227,57.58699043,100,24.55139262,26,60,14,48,17,29,8,38,0.018088793,80.29801604,92.29025209,67.35882961,97.35004338,5445.74178,54.75800112,57.40796402,57,2198.857679,60.80635159,30.32767302,52.9367115,13.69086817,4325.343581,52.72797524,3396.568876,2529.140808,3815.42972,2163.292721,3,2095.724175,96,8390.847641,6590.142413,5326.403502,0
25,100,7,12,99,2853.745779,6908.874751,76.99627626,100,100,85.61079838,100,100,98.49254575,100,3.705472615,12.80442389,60,12,21.89198987,9,6,60,60,60,60,60,13,0.02,99,67.00309097,98.59351031,99,8500,27.92726227,19.2114825,100,4488.216296,68.96572428,17.10479231,21.29722637,45.11405168,6169.85344,52.40120544,3600,6264.84875,6384.058271,2249.118249,27,1397.555706,100,8500,8500,5295.49101,43
25,63,23,21,65,4217.960681,5241.950785,73.34685808,51.82370679,81.19735123,88.81439785,61.79679034,85.00103097,74.12718808,66.60094167,2.669540113,33.46952473,49.25955337,34,21.32929077,8,13,60,60,58,52,37,10,0.012039769,57.60977762,81.19652742,92.26731837,51.84685049,8104.54086,40.52116475,33.59024347,75,4417.112544,78.23222971,20.51836814,18.60087737,38.9659323,4159.52857,70.72151534,3543.046307,7521.990591,6280.434192,2370.108896,27,1155.512745,100,8132.87094,8031.826452,3230.756849,78
21,62,21,20,66,4226.859084,5336.612503,73.2581488,50.81046589,83.30249928,88.44172642,59.48430763,87.57196629,74.40270965,65.04475263,2.399599386,34.5771792,50.07423563,35,21.53411187,6,12,60,60,56,53,40,10,0.011989299,57.69558158,81.62904726,93.69625269,51.89756272,8227.755144,42.03541457,34.54851741,76,4322.530311,77.75775428,22.09515661,20.47580224,39.68136452,4246.153171,69.28313994,3392.969295,7563.060836,6176.160984,2324.180552,28,1178.069573,99,8023.480597,7707.654974,3305.852627,75
23,100,17,80,100,4228.820893,8500,100,100,84.61197578,100,93.65020115,100,51.3831505,82.17403387,10,17.61684507,60,100,25.57516605,20,60,16,60,10,49,2,43,0.018907961,76.14730683,88.76133602,50.29852789,99,8349.675658,56.60707816,60,82,3256.414435,99,33.37672382,52.6344098,15.35454471,2077.416655,99,3600,4716.704908,6883.067156,1919.347528,5,2611.431137,100,8500,8500,3372.036254,0
63,77,20,46,71,3775.326704,6366.407135,88.62798138,94.60057623,69.49101535,70.06063429,88.60332496,75.2479722,55.62803165,89.33059588,9.110249752,14.60640161,43.78766123,81,26.97608955,29,55,14,40,20,25,7,41,0.017829298,75.0603213,91.58538503,66.46402678,87.60334418,5124.462311,47.85963382,44.84205497,57,2569.474487,61.90650441,26.97949382,36.65652719,27.96597124,3595.84249,57.75299693,3250.182542,2952.264596,4463.496055,2326.452202,10,3325.957165,88,8173.487868,6906.124635,4289.673346,0
