numberOfC2Entities,numberOfSATCOMs,numberOfSeaBasedElements,numberOfSpaceBasedSensors,numberOfGroundBasedElements,groundBased_SensorRange_Max,Space_Based_Sensor_Max_Range,ProbabilityOfSuccess_GroundBased_Detect,ProbabilityOfSuccess_GroundBased_Classify,ProbabilityOfSuccess_GroundBased_Track,ProbabilityOfSuccess_GroundBased_Discriminate,ProbabilityOfSuccess_SpaceBased_Detect,ProbabilityOfSuccess_SpaceBased_Discriminate,ProbabilityOfSuccess_SpaceBased_Track,ProbabilityOfSuccess_SpaceBased_Classify,C2BMC_Communications_Delay,time_Delay_Between_Launches,Space_Based_Sensor_Communications_Transfer_Delay,Ground_Based_Sensor_Number_of_Interceptors_per_Magazine,Ground_Based_Sensor_Communication_Delay,Ground_Based_Sensor_Time_Between_Reports,Space_Based_Sensor_Time_Between_Reports,Space_Based_Sensor_Classification_Time,Space_Based_Sensor_Discrimination_Time,Space_Based_Sensor_Update_Frequency,Ground_Based_Sensor_Classification_Time,Ground_Based_Sensor_Discrimination_Time,Ground_Based_Sensor_Update_Interval,Sea_Based_Sensor_Velocity,Sea_Based_Sensor_Probability_of_Success_Detect,Sea_Based_Sensor_Probability_of_Success_Discriminate,Sea_Based_Sensor_Probability_of_Success_Classify,Sea_Based_Sensor_Probability_of_Success_Track,Sea_Based_Sensor_Range_Max,Sea_Based_Sensor_Communication_Delay,Sea_Based_Sensor_Time_Between_Reports,Sea_Based_Sensor_Number_of_Interceptors_per_Magazine,Sea_Based_Sensor_Reload_Time,Sea_Based_Sensor_Probability_of_Success_Threat_Destruction,Sea_Based_Sensor_Update_Interval,Sea_Based_Sensor_Classification_Time,Sea_Based_Sensor_Discrimination_Time,Sea_Based_Sensor_Interceptor_Max_Range,ProbabilityOfSuccess_GroundBased_Threat_Destruction,Ground_Based_Sensor_Reload_Time,Ground_Based_Sensor_Interceptor_Max_Range,ICBM_Range_Max,ICBM_Range_Min,C2BMC_Max_Number_of_Reports_to_Fuse_per_Second,C2BMC_Broadcast_Range,C2BMC_Number_of_Processing_Stations,Ground_Based_Sensor_Broadcast_Distance,Sea_Based_Sensor_Broadcast_Distance,Space_Based_Sensor_Broadcast_Distance,PrcntthatHIT
63,77,20,46,71,3775.326704,6366.407135,88.62798138,94.60057623,69.49101535,70.06063429,88.60332496,75.2479722,55.62803165,89.33059588,9.110249752,14.60640161,43.78766123,81,26.97608955,29,55,14,40,20,25,7,41,0.017829298,75.0603213,91.58538503,66.46402678,87.60334418,5124.462311,47.85963382,44.84205497,57,2569.474487,61.90650441,26.97949382,36.65652719,27.96597124,3595.84249,57.75299693,3250.182542,2952.264596,4463.496055,2326.452202,10,3325.957165,88,8173.487868,6906.124635,4289.673346,0
25,63,23,21,65,4217.960681,5241.950785,73.34685808,51.82370679,81.19735123,88.81439785,61.79679034,85.00103097,74.12718808,66.60094167,2.669540113,33.46952473,49.25955337,34,21.32929077,8,13,60,60,58,52,37,10,0.012039769,57.60977762,81.19652742,92.26731837,51.84685049,8104.54086,40.52116475,33.59024347,75,4417.112544,78.23222971,20.51836814,18.60087737,38.9659323,4159.52857,70.72151534,3543.046307,7521.990591,6280.434192,2370.108896,27,1155.512745,100,8132.87094,8031.826452,3230.756849,71
22,66,17,72,100,4228.820893,8500,100,100,86.39329383,100,75.61830847,100,100,81.68087231,10,22.61643479,60,100,22.63759924,2,60,18,60,18,33,6,29,0.018647662,95.34270223,99,73.68100014,99,5838.193787,60,60,41,1477.559916,99,38.47254897,60,15.35454471,6043.629495,99,3387.769938,4716.704908,6883.067156,1780.832824,5,3078.374621,100,8500,4840.648463,7680.504614,0
23,100,17,80,100,4228.820893,8500,100,100,84.61197578,100,93.65020115,100,51.3831505,82.17403387,10,17.61684507,60,100,25.57516605,20,60,16,60,10,49,2,43,0.018907961,76.14730683,88.76133602,50.29852789,99,8349.675658,56.60707816,60,82,3256.414435,99,33.37672382,52.6344098,15.35454471,2077.416655,99,3600,4716.704908,6883.067156,1919.347528,5,2611.431137,100,8500,8500,3372.036254,0
85,21,37,30,29,5953.905482,3627.831271,67.6189081,92.86813971,55.61517543,92.05519072,77.2322684,58.90175899,50.17561682,93.01863599,5.690277947,54.08357629,17.84524883,58,57.15601222,32,22,36,24,24,7,14,33,0.017213358,84.81275577,96.1288511,85.67026476,82.32798937,2335.329285,52.97657152,47.77464326,30,4029.186597,88.47117087,27.09596744,53.41947492,34.70249321,6742.032957,88.73697784,80.59228714,8500,5960.549345,2423.040082,29,1521.681588,53,3941.514102,2626.990656,7431.292305,0
84,34,36,33,28,6483.327765,3638.311435,67.22733805,92.70734226,55.26502418,92.64887112,85.08659098,57.62589328,50.34605293,93.08791831,5.78392764,32.29795663,21.86427949,45,45.96337578,33,31,29,23,40,9,11,33,0.017279133,75.26760614,94.14876978,79.2713672,79.88021524,3556.469988,47.74492232,40.12763319,39,3822.33997,92.61339262,26.79340159,43.45010508,35.20184895,5034.901643,90.90870445,508.3348167,7457.793218,5997.169858,2458.873473,24,2509.298999,65,5697.880115,5205.825586,7374.090258,0
95,84,27,97,100,4228.820893,8500,100,100,100,100,100,69.39196248,100,100,10,2.185356938,60,100,18.56705932,49,60,16,47,24,23,9,31,0.019465945,93.51147761,96.95496047,99,99,3583.528934,60,60,19,3307.629045,99,8.516581278,53.36590575,15.35454471,4435.911935,99,3600,4716.704908,3641.859879,2647.369159,5,3078.374621,100,8500,8500,6258.865648,0
19,55,22,6,62,5175.599941,4917.561549,55.67595617,50,88.57314798,100,50,86.37097341,88.20191689,63.48768692,2.178701735,34.4949525,45.0672793,9,21.47776249,2,11,60,60,60,60,55,2,0.012130002,50,80.44484679,98.9728113,50,8500,31.68683678,21.94453358,78,4635.635244,80.96686109,19.71894882,7.325347403,44.04549338,4059.061546,72.64101595,3424.242455,7686.800344,7136.590851,2365.365882,42,1255.792172,97,8006.824284,8057.01323,2364.859408,0
84,22,40,22,27,4168.748873,3236.665875,80.9745512,95.64995812,57.38862856,87.89597542,59.27999054,66.36383213,100,92.52765186,3.039936036,60,8.334303537,90,60,14,23,60,26,25,8,18,19,0.016954208,99,99,99,87.72525931,4346.418037,60,60,31,5000,80.16560834,32.16929339,60,24.9642154,8500,82.9146457,95.29224193,8500,5815.155502,2285.136951,38,2545.318105,23,5959.198641,3651.010756,8500,0
53,75,15,56,74,2032.619216,8500,99.52053771,98.55971831,70.68778942,60.73500555,85.1308687,85.51308996,50.00619536,87.38735821,9.899207914,16.82985875,57.36151627,100,25.4708686,25,59,15,48,16,28,8,38,0.018082055,80.96685468,92.86038915,68.13686591,97.58561615,5365.449372,56.3081049,58.68456127,55,2228.761433,60.4308147,30.51791944,54.22339337,13.2832753,4459.291134,52.41712801,3295.859953,2676.788292,3804.098803,2157.629082,3,1907.229216,95,8261.331686,6408.268818,5473.400119,0
35,60,39,29,89,6407.78404,4751.098032,92.58671111,100,70.51376964,88.31364941,70.32043147,72.13816384,69.45702619,68.33306229,2.022755077,35.64859712,55.4879033,10,11.20070696,13,15,60,60,60,60,25,13,0.02,99,75.19671541,95.6342229,99,8500,43.49618197,36.73688828,59,5000,69.14880633,23.08913027,21.29722637,21.61512358,3973.680915,73.23275392,3600,8500,8000,2977.13988,6,2471.436905,100,8500,8500,2065.541956,66
63,77,20,46,71,3775.326704,6366.407135,88.62798138,94.60057623,69.49101535,70.06063429,88.60332496,75.2479722,55.62803165,89.33059588,9.110249752,14.60640161,43.78766123,81,26.97608955,29,55,14,40,20,25,7,41,0.017829298,75.0603213,91.58538503,66.46402678,87.60334418,5124.462311,47.85963382,44.84205497,57,2569.474487,61.90650441,26.97949382,36.65652719,27.96597124,3595.84249,57.75299693,3250.182542,2952.264596,4463.496055,2326.452202,10,3325.957165,88,8173.487868,6906.124635,4289.673346,0
55,75,16,56,74,2091.377515,8407.272265,99.05739686,98.896734,69.5642425,61.30142008,86.26867437,83.98736695,50.1552681,88.14193833,10,16.27400939,56.66810648,100,25.40868086,27,60,15,47,17,28,7,38,0.018094605,80.74823818,92.51696771,67.44355509,97.31261776,5306.128808,55.1110552,57.74095798,55,2281.38718,61.04655579,29.70938668,52.95683598,13.31188857,4401.799058,53.52965571,3362.599253,2673.726372,3877.337015,2182.80439,3,1950.195776,96,8307.375451,6573.450347,5412.74256,0
20,62,17,18,61,5182.474094,5462.255904,67.88247382,60.2057624,85.64672391,88.92890624,58.73542366,90.07808658,74.54983209,66.24348276,2.868347656,32.62139042,45.79744818,46,27.02420202,6,13,51,57,48,48,42,21,0.012552125,58.98805794,82.82659944,91.64421476,53.23191835,7772.490431,40.30394616,33.35865829,79,3543.656274,81.5307079,30.34596901,29.92531496,40.37218326,4253.362093,70.24967155,2154.363269,6543.144202,5307.201456,2288.41058,37,3370.450753,69,7327.608713,7068.407115,3755.015487,62
85,21,37,30,29,5953.905482,3627.831271,67.6189081,92.86813971,55.61517543,92.05519072,77.2322684,58.90175899,50.17561682,93.01863599,5.690277947,54.08357629,17.84524883,58,57.15601222,32,22,36,24,24,7,14,33,0.017213358,84.81275577,96.1288511,85.67026476,82.32798937,2335.329285,52.97657152,47.77464326,30,4029.186597,88.47117087,27.09596744,53.41947492,34.70249321,6742.032957,88.73697784,80.59228714,8500,5960.549345,2423.040082,29,1521.681588,53,3941.514102,2626.990656,7431.292305,0
84,34,36,33,28,6483.327765,3638.311435,67.22733805,92.70734226,55.26502418,92.64887112,85.08659098,57.62589328,50.34605293,93.08791831,5.78392764,32.29795663,21.86427949,45,45.96337578,33,31,29,23,40,9,11,33,0.017279133,75.26760614,94.14876978,79.2713672,79.88021524,3556.469988,47.74492232,40.12763319,39,3822.33997,92.61339262,26.79340159,43.45010508,35.20184895,5034.901643,90.90870445,508.3348167,7457.793218,5997.169858,2458.873473,24,2509.298999,65,5697.880115,5205.825586,7374.090258,0
63,23,33,22,32,6697.096723,4209.493082,60.43233589,84.38461585,57.18296424,92.04932023,71.83124307,59.64084117,56.8848949,86.45404936,5.291982776,51.26707707,19.95533768,57,50.99471556,30,22,33,33,21,17,28,37,0.017212492,80.14263982,93.37652996,86.08347851,81.82149307,2769.788538,51.45760751,47.16675706,45,3452.493121,88.45118621,34.03059464,53.04015087,45.72055535,5699.706715,78.86118168,116.6251233,6598.175232,5940.420518,2295.993053,30,3796.68074,50,4553.450803,2373.14638,7124.305186,0
23,100,17,80,100,4228.820893,8500,100,100,84.61197578,100,93.65020115,100,51.3831505,82.17403387,10,17.61684507,60,100,25.57516605,20,60,16,60,10,49,2,43,0.018907961,76.14730683,88.76133602,50.29852789,99,8349.675658,56.60707816,60,82,3256.414435,99,33.37672382,52.6344098,15.35454471,2077.416655,99,3600,4716.704908,6883.067156,1919.347528,5,2611.431137,100,8500,8500,3372.036254,0
84,22,40,22,27,4168.748873,3236.665875,80.9745512,95.64995812,57.38862856,87.89597542,59.27999054,66.36383213,100,92.52765186,3.039936036,60,8.334303537,90,60,14,23,60,26,25,8,18,19,0.016954208,99,99,99,87.72525931,4346.418037,60,60,31,5000,80.16560834,32.16929339,60,24.9642154,8500,82.9146457,95.29224193,8500,5815.155502,2285.136951,38,2545.318105,23,5959.198641,3651.010756,8500,0
53,75,15,56,74,2032.619216,8500,99.52053771,98.55971831,70.68778942,60.73500555,85.1308687,85.51308996,50.00619536,87.38735821,9.899207914,16.82985875,57.36151627,100,25.4708686,25,59,15,48,16,28,8,38,0.018082055,80.96685468,92.86038915,68.13686591,97.58561615,5365.449372,56.3081049,58.68456127,55,2228.761433,60.4308147,30.51791944,54.22339337,13.2832753,4459.291134,52.41712801,3295.859953,2676.788292,3804.098803,2157.629082,3,1907.229216,95,8261.331686,6408.268818,5473.400119,0
25,42,10,4,97,6407.78404,6515.974614,90.41114902,100,100,81.43313777,100,100,74.68390198,100,3.705472615,56.07967497,60,44,15.27124688,9,15,60,60,53,60,60,13,0.02,50.66235235,83.36499377,99,99,8500,60,54.3775493,81,5000,60.6233282,22.20061746,23.60087993,35.33258652,5581.398475,99,3568.674726,8500,6238.019635,2110.603545,36,2471.436905,100,8076.36283,7363.355728,3487.180922,33
22,66,17,72,100,4228.820893,8500,100,100,86.39329383,100,75.61830847,100,100,81.68087231,10,22.61643479,60,100,22.63759924,2,60,18,60,18,33,6,29,0.018647662,95.34270223,99,73.68100014,99,5838.193787,60,60,41,1477.559916,99,38.47254897,60,15.35454471,6043.629495,99,3387.769938,4716.704908,6883.067156,1780.832824,5,3078.374621,100,8500,4840.648463,7680.504614,0
12,52,26,54,40,5710.529293,3510.943755,75.75657766,84.52322977,60.55047472,65.43783233,74.61645937,61.82854636,76.35000308,76.26159093,8.882089856,44.95894803,51.04371358,65,24.17062084,13,44,14,16,30,58,16,25,0.01945532,53.09894742,97.57086396,71.56053683,74.24024984,5245.347499,54.68534473,2.406624389,59,4503.432583,82.7363946,30.50203432,27.69656164,21.73990507,6778.021708,72.10353637,1297.429169,8341.126546,6399.311849,1784.596493,36,4826.982064,90,5859.388637,1855.034663,3437.168129,44
25,100,7,12,99,2853.745779,6908.874751,76.99627626,100,100,85.61079838,100,100,98.49254575,100,3.705472615,12.80442389,60,12,21.89198987,9,6,60,60,60,60,60,13,0.02,99,67.00309097,98.59351031,99,8500,27.92726227,19.2114825,100,4488.216296,68.96572428,17.10479231,21.29722637,45.11405168,6169.85344,52.40120544,3600,6264.84875,6384.058271,2249.118249,27,1397.555706,100,8500,8500,5295.49101,36
95,84,27,97,100,4228.820893,8500,100,100,100,100,100,69.39196248,100,100,10,2.185356938,60,100,18.56705932,49,60,16,47,24,23,9,31,0.019465945,93.51147761,96.95496047,99,99,3583.528934,60,60,19,3307.629045,99,8.516581278,53.36590575,15.35454471,4435.911935,99,3600,4716.704908,3641.859879,2647.369159,5,3078.374621,100,8500,8500,6258.865648,0
55,75,16,56,74,2091.377515,8407.272265,99.05739686,98.896734,69.5642425,61.30142008,86.26867437,83.98736695,50.1552681,88.14193833,10,16.27400939,56.66810648,100,25.40868086,27,60,15,47,17,28,7,38,0.018094605,80.74823818,92.51696771,67.44355509,97.31261776,5306.128808,55.1110552,57.74095798,55,2281.38718,61.04655579,29.70938668,52.95683598,13.31188857,4401.799058,53.52965571,3362.599253,2673.726372,3877.337015,2182.80439,3,1950.195776,96,8307.375451,6573.450347,5412.74256,0
85,21,37,30,29,5953.905482,3627.831271,67.6189081,92.86813971,55.61517543,92.05519072,77.2322684,58.90175899,50.17561682,93.01863599,5.690277947,54.08357629,17.84524883,58,57.15601222,32,22,36,24,24,7,14,33,0.017213358,84.81275577,96.1288511,85.67026476,82.32798937,2335.329285,52.97657152,47.77464326,30,4029.186597,88.47117087,27.09596744,53.41947492,34.70249321,6742.032957,88.73697784,80.59228714,8500,5960.549345,2423.040082,29,1521.681588,53,3941.514102,2626.990656,7431.292305,0
63,23,33,22,32,6697.096723,4209.493082,60.43233589,84.38461585,57.18296424,92.04932023,71.83124307,59.64084117,56.8848949,86.45404936,5.291982776,51.26707707,19.95533768,57,50.99471556,30,22,33,33,21,17,28,37,0.017212492,80.14263982,93.37652996,86.08347851,81.82149307,2769.788538,51.45760751,47.16675706,45,3452.493121,88.45118621,34.03059464,53.04015087,45.72055535,5699.706715,78.86118168,116.6251233,6598.175232,5940.420518,2295.993053,30,3796.68074,50,4553.450803,2373.14638,7124.305186,0
84,34,36,33,28,6483.327765,3638.311435,67.22733805,92.70734226,55.26502418,92.64887112,85.08659098,57.62589328,50.34605293,93.08791831,5.78392764,32.29795663,21.86427949,45,45.96337578,33,31,29,23,40,9,11,33,0.017279133,75.26760614,94.14876978,79.2713672,79.88021524,3556.469988,47.74492232,40.12763319,39,3822.33997,92.61339262,26.79340159,43.45010508,35.20184895,5034.901643,90.90870445,508.3348167,7457.793218,5997.169858,2458.873473,24,2509.298999,65,5697.880115,5205.825586,7374.090258,0
35,60,39,29,89,6407.78404,4751.098032,92.58671111,100,70.51376964,88.31364941,70.32043147,72.13816384,69.45702619,68.33306229,2.022755077,35.64859712,55.4879033,10,11.20070696,13,15,60,60,60,60,25,13,0.02,99,75.19671541,95.6342229,99,8500,43.49618197,36.73688828,59,5000,69.14880633,23.08913027,21.29722637,21.61512358,3973.680915,73.23275392,3600,8500,8000,2977.13988,6,2471.436905,100,8500,8500,2065.541956,69
84,22,40,22,27,4168.748873,3236.665875,80.9745512,95.64995812,57.38862856,87.89597542,59.27999054,66.36383213,100,92.52765186,3.039936036,60,8.334303537,90,60,14,23,60,26,25,8,18,19,0.016954208,99,99,99,87.72525931,4346.418037,60,60,31,5000,80.16560834,32.16929339,60,24.9642154,8500,82.9146457,95.29224193,8500,5815.155502,2285.136951,38,2545.318105,23,5959.198641,3651.010756,8500,0
85,21,37,30,29,5951.189646,3618.388564,67.6404381,92.96478804,55.41326127,92.087637,77.44131161,58.65926446,50.13033106,93.16763984,5.714017569,54.01084099,17.76076613,58,57.15673814,32,22,36,24,24,7,14,33,0.017217398,84.81795156,96.09905326,85.5516966,82.32382602,2321.729031,52.86515797,47.71016019,30,4039.423356,88.50895279,26.94469079,53.26314263,34.62395431,6736.738431,88.87070776,93.01583162,8500,5970.709523,2427.422863,29,1514.607098,53,3949.224773,2654.684099,7427.223456,0
53,75,15,56,74,2032.619216,8500,99.52053771,98.55971831,70.68778942,60.73500555,85.1308687,85.51308996,50.00619536,87.38735821,9.899207914,16.82985875,57.36151627,100,25.4708686,25,59,15,48,16,28,8,38,0.018082055,80.96685468,92.86038915,68.13686591,97.58561615,5365.449372,56.3081049,58.68456127,55,2228.761433,60.4308147,30.51791944,54.22339337,13.2832753,4459.291134,52.41712801,3295.859953,2676.788292,3804.098803,2157.629082,3,1907.229216,95,8261.331686,6408.268818,5473.400119,0
23,100,17,80,100,4228.820893,8500,100,100,84.61197578,100,93.65020115,100,51.3831505,82.17403387,10,17.61684507,60,100,25.57516605,20,60,16,60,10,49,2,43,0.018907961,76.14730683,88.76133602,50.29852789,99,8349.675658,56.60707816,60,82,3256.414435,99,33.37672382,52.6344098,15.35454471,2077.416655,99,3600,4716.704908,6883.067156,1919.347528,5,2611.431137,100,8500,8500,3372.036254,0
63,23,33,22,32,6697.096723,4209.493082,60.43233589,84.38461585,57.18296424,92.04932023,71.83124307,59.64084117,56.8848949,86.45404936,5.291982776,51.26707707,19.95533768,57,50.99471556,30,22,33,33,21,17,28,37,0.017212492,80.14263982,93.37652996,86.08347851,81.82149307,2769.788538,51.45760751,47.16675706,45,3452.493121,88.45118621,34.03059464,53.04015087,45.72055535,5699.706715,78.86118168,116.6251233,6598.175232,5940.420518,2295.993053,30,3796.68074,50,4553.450803,2373.14638,7124.305186,0
85,21,37,30,29,5953.905482,3627.831271,67.6189081,92.86813971,55.61517543,92.05519072,77.2322684,58.90175899,50.17561682,93.01863599,5.690277947,54.08357629,17.84524883,58,57.15601222,32,22,36,24,24,7,14,33,0.017213358,84.81275577,96.1288511,85.67026476,82.32798937,2335.329285,52.97657152,47.77464326,30,4029.186597,88.47117087,27.09596744,53.41947492,34.70249321,6742.032957,88.73697784,80.59228714,8500,5960.549345,2423.040082,29,1521.681588,53,3941.514102,2626.990656,7431.292305,0
84,34,36,33,28,6483.327765,3638.311435,67.22733805,92.70734226,55.26502418,92.64887112,85.08659098,57.62589328,50.34605293,93.08791831,5.78392764,32.29795663,21.86427949,45,45.96337578,33,31,29,23,40,9,11,33,0.017279133,75.26760614,94.14876978,79.2713672,79.88021524,3556.469988,47.74492232,40.12763319,39,3822.33997,92.61339262,26.79340159,43.45010508,35.20184895,5034.901643,90.90870445,508.3348167,7457.793218,5997.169858,2458.873473,24,2509.298999,65,5697.880115,5205.825586,7374.090258,0
55,75,16,56,74,2091.377515,8407.272265,99.05739686,98.896734,69.5642425,61.30142008,86.26867437,83.98736695,50.1552681,88.14193833,10,16.27400939,56.66810648,100,25.40868086,27,60,15,47,17,28,7,38,0.018094605,80.74823818,92.51696771,67.44355509,97.31261776,5306.128808,55.1110552,57.74095798,55,2281.38718,61.04655579,29.70938668,52.95683598,13.31188857,4401.799058,53.52965571,3362.599253,2673.726372,3877.337015,2182.80439,3,1950.195776,96,8307.375451,6573.450347,5412.74256,0
25,42,10,4,97,6407.78404,6515.974614,90.41114902,100,100,81.43313777,100,100,74.68390198,100,3.705472615,56.07967497,60,44,15.27124688,9,15,60,60,53,60,60,13,0.02,50.66235235,83.36499377,99,99,8500,60,54.3775493,81,5000,60.6233282,22.20061746,23.60087993,35.33258652,5581.398475,99,3568.674726,8500,6238.019635,2110.603545,36,2471.436905,100,8076.36283,7363.355728,3487.180922,62
84,22,40,22,27,4168.748873,3236.665875,80.9745512,95.64995812,57.38862856,87.89597542,59.27999054,66.36383213,100,92.52765186,3.039936036,60,8.334303537,90,60,14,23,60,26,25,8,18,19,0.016954208,99,99,99,87.72525931,4346.418037,60,60,31,5000,80.16560834,32.16929339,60,24.9642154,8500,82.9146457,95.29224193,8500,5815.155502,2285.136951,38,2545.318105,23,5959.198641,3651.010756,8500,0
95,84,27,97,100,4228.820893,8500,100,100,100,100,100,69.39196248,100,100,10,2.185356938,60,100,18.56705932,49,60,16,47,24,23,9,31,0.019465945,93.51147761,96.95496047,99,99,3583.528934,60,60,19,3307.629045,99,8.516581278,53.36590575,15.35454471,4435.911935,99,3600,4716.704908,3641.859879,2647.369159,5,3078.374621,100,8500,8500,6258.865648,0
64,80,25,25,30,7834.076155,4684.785271,53.20241836,88.61983298,54.6477855,95.27826678,82.64810866,66.53397346,76.44675938,79.95950296,6.378974662,12.58893524,32.32204792,28,28.85789901,38,41,14,26,48,27,28,46,0.017243726,65.59215974,83.1749274,62.49423009,76.983322,5325.807644,14.00644802,16.58535886,76,3032.902625,94.68928083,36.22915202,18.80705766,46.73889124,2785.671329,81.78063455,2798.376397,4071.31187,5757.80142,2322.660774,24,6956.2775,75,7594.376425,8046.743627,3688.48089,0
85,21,37,30,29,5951.189646,3618.388564,67.6404381,92.96478804,55.41326127,92.087637,77.44131161,58.65926446,50.13033106,93.16763984,5.714017569,54.01084099,17.76076613,58,57.15673814,32,22,36,24,24,7,14,33,0.017217398,84.81795156,96.09905326,85.5516966,82.32382602,2321.729031,52.86515797,47.71016019,30,4039.423356,88.50895279,26.94469079,53.26314263,34.62395431,6736.738431,88.87070776,93.01583162,8500,5970.709523,2427.422863,29,1514.607098,53,3949.224773,2654.684099,7427.223456,0
38,61,22,20,53,4901.387715,4766.560145,71.8039091,58.54930486,75.76817988,88.93962702,63.26156822,83.31538712,66.98822956,74.16800745,3.296701249,39.36721951,41.39754734,40,23.44675627,10,14,56,56,54,46,31,11,0.013532149,58.9017493,85.92268127,91.81716005,57.54176491,6186.470161,41.87668466,37.69459621,63,4233.404311,79.35561349,23.74670136,30.63482206,38.76115988,4408.933371,76.53149576,2368.473516,7507.510072,6125.551753,2338.450982,27,1480.988053,96,7364.240338,7155.369701,4395.910674,61
63,23,33,22,32,6697.096723,4209.493082,60.43233589,84.38461585,57.18296424,92.04932023,71.83124307,59.64084117,56.8848949,86.45404936,5.291982776,51.26707707,19.95533768,57,50.99471556,30,22,33,33,21,17,28,37,0.017212492,80.14263982,93.37652996,86.08347851,81.82149307,2769.788538,51.45760751,47.16675706,45,3452.493121,88.45118621,34.03059464,53.04015087,45.72055535,5699.706715,78.86118168,116.6251233,6598.175232,5940.420518,2295.993053,30,3796.68074,50,4553.450803,2373.14638,7124.305186,0
85,21,37,30,29,5953.905482,3627.831271,67.6189081,92.86813971,55.61517543,92.05519072,77.2322684,58.90175899,50.17561682,93.01863599,5.690277947,54.08357629,17.84524883,58,57.15601222,32,22,36,24,24,7,14,33,0.017213358,84.81275577,96.1288511,85.67026476,82.32798937,2335.329285,52.97657152,47.77464326,30,4029.186597,88.47117087,27.09596744,53.41947492,34.70249321,6742.032957,88.73697784,80.59228714,8500,5960.549345,2423.040082,29,1521.681588,53,3941.514102,2626.990656,7431.292305,0
22,66,17,72,100,4228.820893,8500,100,100,86.39329383,100,75.61830847,100,100,81.68087231,10,22.61643479,60,100,22.63759924,2,60,18,60,18,33,6,29,0.018647662,95.34270223,99,73.68100014,99,5838.193787,60,60,41,1477.559916,99,38.47254897,60,15.35454471,6043.629495,99,3387.769938,4716.704908,6883.067156,1780.832824,5,3078.374621,100,8500,4840.648463,7680.504614,0
35,60,39,29,89,6407.78404,4751.098032,92.58671111,100,70.51376964,88.31364941,70.32043147,72.13816384,69.45702619,68.33306229,2.022755077,35.64859712,55.4879033,10,11.20070696,13,15,60,60,60,60,25,13,0.02,99,75.19671541,95.6342229,99,8500,43.49618197,36.73688828,59,5000,69.14880633,23.08913027,21.29722637,21.61512358,3973.680915,73.23275392,3600,8500,8000,2977.13988,6,2471.436905,100,8500,8500,2065.541956,66
84,34,36,33,28,6483.327765,3638.311435,67.22733805,92.70734226,55.26502418,92.64887112,85.08659098,57.62589328,50.34605293,93.08791831,5.78392764,32.29795663,21.86427949,45,45.96337578,33,31,29,23,40,9,11,33,0.017279133,75.26760614,94.14876978,79.2713672,79.88021524,3556.469988,47.74492232,40.12763319,39,3822.33997,92.61339262,26.79340159,43.45010508,35.20184895,5034.901643,90.90870445,508.3348167,7457.793218,5997.169858,2458.873473,24,2509.298999,65,5697.880115,5205.825586,7374.090258,0
64,80,25,25,30,7834.076155,4684.785271,53.20241836,88.61983298,54.6477855,95.27826678,82.64810866,66.53397346,76.44675938,79.95950296,6.378974662,12.58893524,32.32204792,28,28.85789901,38,41,14,26,48,27,28,46,0.017243726,65.59215974,83.1749274,62.49423009,76.983322,5325.807644,14.00644802,16.58535886,76,3032.902625,94.68928083,36.22915202,18.80705766,46.73889124,2785.671329,81.78063455,2798.376397,4071.31187,5757.80142,2322.660774,24,6956.2775,75,7594.376425,8046.743627,3688.48089,0
55,75,16,56,74,2091.377515,8407.272265,99.05739686,98.896734,69.5642425,61.30142008,86.26867437,83.98736695,50.1552681,88.14193833,10,16.27400939,56.66810648,100,25.40868086,27,60,15,47,17,28,7,38,0.018094605,80.74823818,92.51696771,67.44355509,97.31261776,5306.128808,55.1110552,57.74095798,55,2281.38718,61.04655579,29.70938668,52.95683598,13.31188857,4401.799058,53.52965571,3362.599253,2673.726372,3877.337015,2182.80439,3,1950.195776,96,8307.375451,6573.450347,5412.74256,0
84,22,40,22,27,4168.748873,3236.665875,80.9745512,95.64995812,57.38862856,87.89597542,59.27999054,66.36383213,100,92.52765186,3.039936036,60,8.334303537,90,60,14,23,60,26,25,8,18,19,0.016954208,99,99,99,87.72525931,4346.418037,60,60,31,5000,80.16560834,32.16929339,60,24.9642154,8500,82.9146457,95.29224193,8500,5815.155502,2285.136951,38,2545.318105,23,5959.198641,3651.010756,8500,0
85,21,37,30,29,5951.189646,3618.388564,67.6404381,92.96478804,55.41326127,92.087637,77.44131161,58.65926446,50.13033106,93.16763984,5.714017569,54.01084099,17.76076613,58,57.15673814,32,22,36,24,24,7,14,33,0.017217398,84.81795156,96.09905326,85.5516966,82.32382602,2321.729031,52.86515797,47.71016019,30,4039.423356,88.50895279,26.94469079,53.26314263,34.62395431,6736.738431,88.87070776,93.01583162,8500,5970.709523,2427.422863,29,1514.607098,53,3949.224773,2654.684099,7427.223456,0
63,23,33,22,32,6697.096723,4209.493082,60.43233589,84.38461585,57.18296424,92.04932023,71.83124307,59.64084117,56.8848949,86.45404936,5.291982776,51.26707707,19.95533768,57,50.99471556,30,22,33,33,21,17,28,37,0.017212492,80.14263982,93.37652996,86.08347851,81.82149307,2769.788538,51.45760751,47.16675706,45,3452.493121,88.45118621,34.03059464,53.04015087,45.72055535,5699.706715,78.86118168,116.6251233,6598.175232,5940.420518,2295.993053,30,3796.68074,50,4553.450803,2373.14638,7124.305186,0
