ExpNumber,carryingCapacity,changeRate,technology,resistChange,maxBirthRate,minBirthRate,stress,hgcling,highinvProp,
X,15000.0,0.1,0.05,0.05,1.5,0.5,0.3,0.05,0.1
X,10000.0,0.1,0.05,0.05,1.5,0.5,0.3,0.05,0.1
X,5000.0,0.1,0.05,0.05,1.5,0.5,0.3,0.05,0.1
X,15000.0,0.05,0.05,0.05,1.5,0.5,0.3,0.05,0.1
X,5000.0,0.15000000000000002,0.05,0.05,1.5,0.5,0.3,0.05,0.1
X,5000.0,0.05,0.05,0.05,1.5,0.5,0.3,0.05,0.1
X,10000.0,0.05,0.05,0.05,1.5,0.5,0.3,0.05,0.1
X,10000.0,0.15000000000000002,0.05,0.05,1.5,0.5,0.3,0.05,0.1
X,15000.0,0.15000000000000002,0.05,0.05,1.5,0.5,0.3,0.05,0.1
X,5000.0,0.2,0.05,0.05,1.5,0.5,0.3,0.05,0.1
X,10000.0,0.2,0.05,0.05,1.5,0.5,0.3,0.05,0.1
X,5000.0,0.05,0.05,0.05,1.5,0.5,0.3,0.1,1.677833841862682E-5
X,15000.0,0.2,0.05,0.05,1.5,0.5,0.3,0.05,0.1
X,5000.0,0.25,0.05,0.05,1.5,0.5,0.3,0.05,0.1
X,15000.0,0.25,0.05,0.05,1.5,0.5,0.3,0.05,0.1
X,10000.0,0.25,0.05,0.05,1.5,0.5,0.3,0.05,0.1
X,10000.0,0.05,0.05,0.05,1.5,0.5,0.3,0.1,1.5486882544719868E-5
X,15000.0,0.05,0.05,0.05,1.5,0.5,0.3,0.1,1.4786406066717745E-5
X,5000.0,0.1,0.05,0.05,1.5,0.5,0.3,0.1,1.677833841862682E-5
X,10000.0,0.1,0.05,0.05,1.5,0.5,0.3,0.1,1.5486882544719868E-5
X,15000.0,0.1,0.05,0.05,1.5,0.5,0.3,0.1,1.4786406066717745E-5
X,5000.0,0.15000000000000002,0.05,0.05,1.5,0.5,0.3,0.1,1.677833841862682E-5
X,10000.0,0.15000000000000002,0.05,0.05,1.5,0.5,0.3,0.1,1.5486882544719868E-5
X,15000.0,0.15000000000000002,0.05,0.05,1.5,0.5,0.3,0.1,1.4786406066717745E-5
X,5000.0,0.2,0.05,0.05,1.5,0.5,0.3,0.1,1.677833841862682E-5
X,10000.0,0.2,0.05,0.05,1.5,0.5,0.3,0.1,1.5486882544719868E-5
X,15000.0,0.2,0.05,0.05,1.5,0.5,0.3,0.1,1.4786406066717745E-5
