Agent ID,Openness,Agreeableness,Concientiousness,Neuroticism,Systematicity,Sensitivity,Attitude Toward Social Stability,Power,Charm,Terror Management,Narrative Immediacy,Intentionality Perception,Hierarchical Complexity,Purity and Sanctity,Wellbeing for Ingroup,Vigilance Toward Non-Kin,Vigilance Toward Non-Reciprocators,Vigilance Toward Cultural Others,Ritual Mode Variation,Ritual Object Variation,Costly Signaling,CTMextreme
979-0,0.11614793772657706,0.603817927560999,0.4637991671145176,0.8355587936946594,0.5259504065044633,0.48237136593362945,0.20258264320241653,0.2949511564189985,0.3879805017480233,0.9843219321014397,0.9492914878143013,0.9712059638140786,0.9145345606105995,0.9785633197062731,0.9015633911741595,0.9524085757433451,0.911386838122773,0.9988128079453326,0.9824425158853537,0.9348152628909372,0.9254675419994891,1
978-0,0.7173320569565711,0.7207374779820303,0.5783513373387226,0.5294880426180842,0.518335545675733,0.5492766936979325,0.18781485339612547,0.4917820725723242,0.48635695167730153,0.9408668413715033,0.9282911014132813,0.9966469058469127,0.9505152452872219,0.9834076032685,0.9750820901354436,0.9297424232696522,0.9359696134370833,0.9533666541082654,0.9231834916987615,0.9040210250518877,0.9793408275590563,0
977-0,0.6916506904560995,0.5075993118518567,0.6162931257260842,0.7148915280536183,0.6059659652286468,0.3718187183196825,0.8279548075656933,0.33762282587553927,0.5264382272448629,0.98603183096135,0.9123830661417196,0.9997161243823823,0.9651355891445392,0.941806542717677,0.990332296826083,0.9296613169040187,0.911907040502936,0.951349879487601,0.9873519272521856,0.9345895341550909,0.9511208890820333,1
976-0,0.0,0.7205426590105491,0.5764489526864864,0.6241532435756124,0.627034158537068,0.3855899831558587,0.5783853474478695,0.6428224251317096,0.4464228416748154,0.9961282270805834,0.9809448662727935,0.9733031392866854,0.9280373177167642,0.9900703629830815,0.9616211565044713,0.9028456872267608,0.9270373556750485,0.9480458540226435,0.9355761063619127,0.9191314099606992,0.9639658877043804,1
975-0,0.35686274299022624,0.5326255974456092,0.6410437936277442,0.8314583219095127,0.48919059727751546,0.5782191740679203,-0.2764372784176703,0.5463966210501913,0.7371922690120899,0.9876378002902565,0.962838813024192,0.9871286612949577,0.9846040676131862,0.9252655132505374,0.9736160518660382,0.9619128604844409,0.918578205007312,0.9110613024090601,0.9082806084406843,0.9356113806618352,0.9608240339988097,1
974-0,0.585558638849965,0.6070284519176002,0.5898956409753605,0.3980760833624134,0.5676949777574745,0.49314566944864996,-0.17727487247999207,0.6680159872557686,0.44086855404539205,0.9032583190064801,0.9794883235296606,0.9176776212145881,0.9643551612699839,0.9337280559230768,0.9917635620209875,0.9276229554138016,0.970387191758411,0.9948880100048455,0.9483407024807662,0.9460204702709152,0.962737589958249,0
973-0,0.646247804880351,0.3889687187144511,0.6383113568084213,0.37613477007433826,0.5296138024875039,0.7264015050921315,0.4056195928232029,0.6447360352816148,0.39561936210982707,0.9663696915843508,0.984473785317856,0.9318253411465849,0.9087327637447729,0.9979283271610859,0.9720733487174426,0.928492976792116,0.94790133184154,0.9661729304420116,0.9489369068335357,0.9886657581561803,0.9990764912396375,1
972-0,0.4355050763421,0.5719725785437835,0.50428740250806,0.5107860991405697,0.517373725257145,0.4933782233183724,-0.4914617423073702,0.6016741731930699,0.6995922892566157,0.9366673383226255,0.9345975479110922,0.9928309343718855,0.9845341115507968,0.9657651785324589,0.9771181519747336,0.9344073216057751,0.9078182732839101,0.9269342562976186,0.9554527129293539,0.9110226343825574,0.9962932189602427,0
971-0,0.3619235131186866,0.636032261282203,0.44316313299119553,0.612277004029198,0.4784322135296459,0.792098207325973,-0.1912682581207767,0.47962056453029156,0.423482160269635,0.9609324717311966,0.9966877766337394,0.9973291446454384,0.9856195720561446,0.9478596348499618,0.9511419631002721,0.9738586123821864,0.9147516328406344,0.9443072815702566,0.9763080455499404,0.9433618589584996,0.9982840614417262,1
970-0,0.5259011398967597,0.2563321094548822,0.6654855047135997,0.32965679183834046,0.6084077385886884,0.5483918935959247,0.7329762098859424,0.1764260302918681,0.6694121215891251,0.9478979540885152,0.9087361535945155,0.922650012947198,0.9909920917325596,0.9056247018777538,0.9117756293632553,0.98271447940578,0.90272502535307,0.9056309702327907,0.9343535281997061,0.9055054600595946,0.9697505902114814,0
969-0,0.2820645790009384,0.5958487180134914,0.4339326860683107,0.740075599156611,0.5444911222335773,0.5199039715663073,0.12746625304558373,1.0,0.2371753371298717,0.9516343522334121,0.9616902098735005,0.9247273100023493,0.9292004276050007,0.9268338693506714,0.9644298112764843,0.9563454832935918,0.9082538765248984,0.9207291269516296,0.9592284494559002,0.9886836693489354,0.928722701261202,1
968-0,0.4808363598330595,0.38565447511762807,0.6255159544759529,0.5479872654034196,0.47101000619462885,0.4756116787273796,0.5609030878230986,0.746374481106795,0.5731256032566722,0.9184366576739112,0.9198898307521528,0.9255551336964585,0.9045372370391855,0.9964236911137102,0.962321777965238,0.9434107622785993,0.9442086419502916,0.960262411081018,0.9930212599409574,0.9336109162573706,0.9065536880202995,0
967-0,0.566160128655878,0.5029069186150277,0.5309991629751648,0.3609210870660624,0.7818956406781903,0.5605761219994363,-0.0030775655842064913,0.2828620214326749,0.7657676280045975,0.9280260123616225,0.9244848049311887,0.9637172423879522,0.962835246281576,0.9335824352622695,0.9433751303751882,0.9989533467447769,0.9443767966271475,0.9312334726476282,0.9963820759574531,0.9063163770411928,0.9498009260768006,0
966-0,0.5934211459877068,0.40004944120321073,0.25662374140842137,0.4281337042566285,0.9905303367588658,0.5686675263979345,-0.2427075426961925,0.5155835411671362,0.8266589745185347,0.9124516896601754,0.9075755209752329,0.9082895644654282,0.992844743999175,0.9523967654765501,0.9506351505159315,0.905057811190542,0.9092875895747179,0.9467572835031374,0.909380773284236,0.914916014790693,0.9358985676746538,0
965-0,0.21985632011965095,0.559697133575653,0.5572797882564354,0.4743092460118439,0.47126569493647114,0.629985734107081,0.33019818564895387,0.4516653354433783,0.42461858635900007,0.9595579105002601,0.9612573778505621,0.9727616450460308,0.9766790122443619,0.9769610224101788,0.9995461695409746,0.947778795418259,0.9213429151119995,0.9803897815233567,0.9034221464315426,0.9932907806197712,0.9572053915717096,1
964-0,0.24929917376414368,0.4669722413804496,0.5947951086262382,0.33086258558178905,0.5118779717238873,0.42832244455609997,-0.10357641433812975,0.23672395436782306,0.3741331946905709,0.9445508464002149,0.9327192285623749,0.9448977371891315,0.9542949364183215,0.9386974658122196,0.9260941196742178,0.9645609650278906,0.982360108498505,0.9671535035133226,0.9361936612268814,0.9182758436342753,0.9817847563789,0
963-0,0.44593620990542404,0.7530879533960172,0.45410978266108193,0.7350008904346006,0.5364290718734964,0.5568831603744853,0.11076386971471402,0.4577857456462859,0.40998675450628025,0.9485830010143101,0.9264275057531602,0.9305004965968918,0.9509170473953756,0.9834463718250971,0.966182919852715,0.9287890693099751,0.9421192717774196,0.94660225073934,0.9827596128261934,0.9360785489146938,0.9997722863425008,0
962-0,0.6664390060784158,0.5793235182251855,0.25192513821657614,0.659972684414418,0.42875518664458645,0.4577590521989787,-0.12626335405567257,0.26305088383366393,0.7316035998622958,0.953722023144876,0.9535348877218789,0.9349438585075323,0.916517575279674,0.9849105330759043,0.9659015829293673,0.9438503983344031,0.94172269013187,0.9963076303769429,0.9371939727782478,0.9957228258898005,0.9456299632222659,1
961-0,0.671102627228709,0.4934838963752345,0.5571253349929911,0.7367446776368775,0.5554576729828626,0.49242427775228853,-0.13542006008178475,0.49041224859063254,0.28549375461661125,0.9347267501577816,0.9842299599605118,0.9538997272275624,0.9499705805846548,0.9593215373779485,0.9265893769645207,0.9377004806236124,0.9152608124884194,0.9625400870937895,0.9822200309122553,0.9966309968362329,0.9080739214190399,0
960-0,0.5721920823087449,0.3062857519350026,0.6623405679826824,0.5123501181186926,0.534995502718929,0.5058146925863294,-0.1920572174396502,0.05104117304285871,0.42849407486668717,0.9333539783461844,0.9597708765024653,0.934336398073079,0.950620346527875,0.996391238478068,0.9764233757583113,0.9870878057500168,0.9287601197553884,0.9177784787237665,0.9359222883813593,0.9361408186434746,0.930409017102584,0
959-0,0.1887790047109345,0.7423464722957802,0.6365830153042926,0.6508186327419071,0.5941341764680367,0.8559589415219016,0.8791986466252896,0.6128697776434898,0.7421718776460735,0.9347820462507909,0.9904114142129198,0.9842945024449246,0.9806502198148974,0.9539567727029087,0.9365513095718091,0.9059575026645834,0.9457325477167625,0.9619069201905026,0.9925317019052997,0.9588214643401514,0.9842190601451827,0
958-0,0.4335586603926578,0.7225299871753651,0.610246813815577,0.3548981255639033,0.7927294943466268,0.49379123734314,-0.1402105960575605,0.536167659642484,0.5522188833899127,0.9474362925905557,0.9272320753415297,0.9433298962663536,0.9394076235373333,0.9020942212775084,0.9228339461926456,0.9125517216195896,0.9097165818634781,0.9877729466423987,0.9709615184204624,0.9605640250127305,0.9862017594220953,0
957-0,0.6595544137078583,0.5697800523210489,0.5997650103373757,0.6077492899322989,0.21439994975396304,0.7778928386550322,-0.14752936328257715,0.5371025026272884,0.4520620641416214,0.961139293773198,0.9218537535311665,0.9974456912519364,0.9919505304932291,0.9123945140762787,0.9379524844967023,0.9078417109403191,0.996394076804321,0.9330745141993497,0.9122076564997597,0.9857655475916899,0.9117245970581822,1
956-0,0.6057176470508485,0.30312067787074704,0.47982271274465393,0.36159479950564816,0.38687367543492696,0.21605050503434386,0.19301309020564822,0.49363806381698216,0.6854147227822837,0.9047691988924144,0.9746757922949661,0.9494062086047658,0.9013569748128663,0.9796691106435945,0.9951222138513167,0.9152964648303945,0.9113880861558704,0.939408037215278,0.9051062123486966,0.943924917089999,0.9087457843064447,0
955-0,0.23700779397955019,0.22323839620222824,0.6179514800477329,0.5382514980719848,0.36035214229322926,0.5569381702048632,0.21625599053144057,0.12333021779043268,0.61838255169524,0.9075166362217401,0.9781038431880027,0.9971640365841064,0.9614039100058764,0.9858740784885881,0.9216628544257597,0.9012872351101493,0.9473169593680937,0.9375236555777553,0.9243651774987874,0.9067403229950992,0.9196195309459995,0
954-0,0.4410401053850668,0.6835708111017933,0.539998613902672,0.32757402264034186,0.36185746862137824,0.5440628154360009,0.039369722178136037,0.5173684322538434,0.6024282111360102,0.9641232348952821,0.9003302109220862,0.9868365714519722,0.917373607775949,0.9150453945617186,0.9861672084927848,0.9721254820628578,0.9482850302621005,0.9450347203596499,0.9648207587767729,0.9684184190716721,0.9935403267514634,1
953-0,0.4068665256984756,0.46482453808898533,0.3848082856551389,0.26070944298676196,0.5083289029895628,0.589683248248204,0.12520087883630973,0.3963202817547308,0.5962790001503828,0.9281322784312409,0.9625883791961033,0.908847611133938,0.9259509900468502,0.9851460285814869,0.9359754482268912,0.9893470432695535,0.9297212500572507,0.9093176135918001,0.9494224138456215,0.9457145154668476,0.998686214287394,0
952-0,0.5500594133137742,0.3564620843008396,0.4632011223541034,0.5119020462601458,0.38119599202501137,0.23106426272886016,0.03278162380034002,0.6066030884428601,0.4510240553828089,0.9148510136210584,0.9199206767925202,0.9332311167016754,0.9337110011474372,0.913471831677946,0.9842124194976336,0.9796940672831791,0.9657271110887813,0.9434591418185926,0.9080248860002443,0.9926787485275691,0.9954275870611327,0
951-0,0.4701063453428982,0.6559502307796604,0.6962711604754173,0.7543790296268844,0.6293197517896221,0.41374109222574784,0.16855288478256183,0.3844081684116695,0.38410371866248755,0.9102113063146248,0.9827923378328773,0.9043589119337989,0.9275928268618666,0.9131597045141584,0.9426114787968773,0.9611899473653699,0.9431080180157441,0.9236861355343737,0.9764530349044898,0.967613240793821,0.9461449099150717,0
950-0,0.5184756690732804,0.957309400713636,0.8088912687138365,0.394659412904866,0.6037303359678036,0.33611325033692047,-0.33220078703220157,0.31889622313033844,0.265820211372476,0.9664405925111793,0.9136809414657808,0.9109193970234286,0.9377635897785398,0.9915138950986268,0.9749046459300639,0.998102360089591,0.914102343286405,0.970662412299802,0.9494891002271212,0.9642293264182641,0.905721910209683,1
949-0,0.4459235335107759,0.6819043796769184,0.35314252458923057,0.47030595173687584,0.7951833127911937,0.28287333180891044,0.3732249299528779,0.5577399776881028,0.4529038983645002,0.9620676173411165,0.9275805618804689,0.955508956246444,0.9817730660523739,0.9960582854484856,0.903991984008527,0.9593016212905351,0.9891585702299237,0.9115387009475048,0.9226981741252946,0.9898800910447738,0.9195719093708841,1
948-0,0.4501988113952271,0.6630593521684336,0.46746674648726083,0.35798088015710444,0.5412968819687455,0.5509993709590014,-0.3930505375762817,0.3023676829834575,0.529541701550107,0.9455127206336986,0.9235292900966934,0.9849756226433442,0.9019915421543317,0.9813908686212165,0.9840374084288515,0.9282582584118986,0.9426812214058163,0.9583223301927386,0.9945428812439051,0.9772746137581164,0.9841232900915368,0
947-0,0.1741560611232531,0.5621783259243787,0.39316473071930047,0.9167458874150656,0.6142322207351489,0.4265091735649752,0.2179990312999076,0.366842156694154,0.4780364299099979,0.9652970733861583,0.9260184666467154,0.9400147483250546,0.9458139009162086,0.923205482861296,0.9799233635928416,0.9287901031959755,0.9171635522534188,0.9790931494017028,0.995676400309154,0.9046880214712021,0.9611826053408773,1
946-0,0.4275985030994055,0.6200491024078107,0.432552920352915,0.413755088558504,0.42845942585157964,0.38688065923697434,0.15094839800350826,0.49426555272476,0.6337158281398159,0.9731209349308849,0.9188199959911704,0.956563230566547,0.9985944659077388,0.9958240752388445,0.9857543037718104,0.9202006753846871,0.9840829517536744,0.9143651489972644,0.9655631690768276,0.9362958937750931,0.9784037550253017,1
945-0,0.43902110570116504,0.47197016795294133,0.7462346646983264,0.4131145366242688,0.5215514689746354,0.24708491573181696,0.19356561960848798,0.6134398929319883,0.6979385555163009,0.9984521353649901,0.9446822663073896,0.9351332605633998,0.9265628421107167,0.9482657841964478,0.9160594711580142,0.9415705664098146,0.9832115061328577,0.9174986161522336,0.9747773422395295,0.9705361503863026,0.9618587861308852,1
944-0,0.7090955102623947,0.6980239058201597,0.18420881975098502,0.6347723625324766,0.48954526063304643,0.33802440062582306,0.17954499869888618,0.5514823223644482,0.6183067781314099,0.9277576498493291,0.9931019755983126,0.957353070709503,0.9975848660651205,0.9181318782094167,0.9166955340264578,0.9202822459625428,0.9666691085185642,0.9011218851639795,0.9291433484291354,0.9829362776413022,0.9484180015462089,0
943-0,0.36469288258121557,0.4996777274541204,0.4752419727809074,0.29893487838526145,0.20743179087929292,0.5503838517032376,0.3771312574859679,0.6636868745487381,0.37983524325605433,0.9145930936993388,0.9515696639121481,0.9448993640175469,0.9632491501229923,0.9440686592666548,0.9518013648483524,0.9917183444043562,0.9316763655871204,0.9434257268948767,0.9575254177915514,0.9666027934244814,0.9575517255851769,0
942-0,0.3428757461703708,0.47298290748140176,0.41385450010871133,0.2901107876104316,0.619168422893991,0.24053719313248867,-0.4659601303535921,0.7697115511573316,0.5542244573498329,0.9228172047376326,0.9366469255747875,0.923790217947221,0.9004394428825564,0.9737243317832658,0.9881780064354599,0.9278650628736271,0.9940108173280783,0.9570635717097948,0.9486873133045804,0.915718472297597,0.9616885963962523,0
941-0,0.7284478165292695,0.5192591722472971,0.4336775243448845,0.47864897888952723,0.5218367379408259,0.6125265714688831,0.11803325308357883,0.4958670186818249,0.38615760990721865,0.9350364836431146,0.9065364685027155,0.965835957271811,0.9948112718434806,0.9807613926885332,0.9869637917678473,0.9681242089714641,0.9666444879631015,0.9989042875330458,0.9443172079679722,0.9592038036069307,0.9582551551789769,0
940-0,0.5989583395436149,0.6428484506555646,0.2174521010337223,0.42250831843812,0.4419936265558516,0.6539586352403491,-0.17253416925053466,0.5144321271060206,0.5468671844859356,0.9925034617444496,0.9007570338452453,0.980577068076129,0.9410994680783368,0.9422088190160394,0.9436431120515943,0.9513035455984565,0.9503866996604037,0.9019424464739644,0.9316711539832503,0.9893034825152103,0.9380824322366256,1
939-0,0.6659957573797283,0.41950029596353167,0.7442130832080718,0.35234829424069414,0.6437588428644321,0.6290606894033393,-0.4784401753165002,0.5184820598839257,0.6427763862344811,0.9123428438000345,0.9037162025004207,0.9986341283135433,0.951676214582794,0.9134243847581764,0.9469513303487705,0.9078513411974698,0.9899522266835515,0.9264683805042022,0.9318041040922689,0.9002930797827728,0.9320859491985766,0
938-0,0.015425581698169988,0.7321020897957548,0.6800487060753351,0.6885222989266315,0.5506937775337915,0.7880169759968219,0.32713111146834484,0.4716642324584475,0.6269209572431185,0.9087156714087454,0.9620308576413643,0.9235713436596752,0.9881316226953814,0.9327387473819996,0.9933004737266051,0.9138471130366331,0.9128242611898602,0.9225442073828711,0.9911901183572789,0.9041602411595301,0.9185304672439438,0
937-0,0.5164568784376055,0.4883652375650853,0.30734520572219504,0.5131483168407144,0.48292601461760676,0.2570253424686347,-0.21588899344315296,0.1371036147877917,0.552274441153039,0.994149525587559,0.9169519511284441,0.9003071079828693,0.9272427535106087,0.9277823526903428,0.927795568661776,0.9065361082426224,0.9233295729783075,0.9240923264170693,0.9546591411933375,0.9982271907820652,0.9173346786404426,1
936-0,0.30137735216289113,0.5341019832765305,0.32088042533855654,0.09957100571595523,0.3359121422750342,0.6881242757965729,0.08566720340860029,0.8643814442973866,0.5209446206502407,0.9757835433840881,0.9378022864862862,0.9931384575946298,0.9031949110232327,0.9401361728660085,0.9295481254403293,0.9560898739747922,0.9551441661541368,0.9114826810743485,0.9167467949580455,0.9871384495080433,0.995064927931943,1
935-0,0.42192124638234074,0.664925257948257,0.2347306013135712,0.38937436669357145,0.6427096526561333,0.47314941550577444,-0.18845667803449134,0.4489002010955495,0.3003650311365661,0.9295806492280284,0.9557276116102273,0.9944508183380278,0.9578711517686451,0.9843456910023002,0.9579411933628327,0.9446088424882623,0.9639741738696638,0.9549652066825918,0.9368449476988775,0.9359309379714065,0.9121735893699842,0
934-0,0.3666234699339076,0.32993463769434794,0.5069190323695588,0.6630802034077296,0.5216330543745752,0.5257245395158012,0.6112215268606833,0.5858195745686055,0.4115008641191602,0.9759319169860905,0.9330603615804189,0.9759925587945305,0.9147280079036746,0.9787940155918199,0.9057290257005568,0.9428710142373483,0.9805892079158314,0.9834320534040443,0.9813988322815873,0.9756839073457955,0.9047749736972432,1
933-0,0.556773641045037,0.5855083983714969,0.45144099489397327,0.6408008311528557,0.49155661234646336,0.825193970790192,-0.47927084442398044,0.6121604742065311,0.3427335240491066,0.9872893768816511,0.9852029416404011,0.9576236965854945,0.9294176772409729,0.9658133196703578,0.9339241115495895,0.9432547867174089,0.9532329106983461,0.9508370606292353,0.9889178276557069,0.93940233080601,0.9791573098529363,1
932-0,0.3516094105266964,0.6634462419692153,0.6690897112101768,0.22971448957289253,0.8384260640251151,0.580310123159597,0.2898570226254691,0.4206741777202108,0.537839346349238,0.9173134110113977,0.9559645855678494,0.9923734829256206,0.959595819011888,0.9288248287733727,0.9614002230947409,0.9932916487092459,0.9370077117884725,0.9418957395049301,0.9658712696243816,0.9978072246672229,0.9529486585460418,0
931-0,0.37751550190966554,0.5545477653689597,0.5358307911083376,0.6271385132917462,0.41531462177487355,0.3450032019051385,-0.4410862125011657,0.6778497158775005,0.5300630776116484,0.9388162924206891,0.9837342933710895,0.9273165812334443,0.9960293127956852,0.9970577932398407,0.9900359725844616,0.9735040726971379,0.949323042921091,0.9034892232648866,0.9233680447635924,0.9791686249670652,0.9771702812574352,0
